"UID","geno","block","row","col","dry_matter_plant_15","fresh_weight_plant_15","moisture_content_15","dry_matter_plant_16","fresh_weight_plant_16","moisture_content_16"
"76330","Mb-1056_31","3","30","18","6.1999999999999998E-3","8.2000000000000007E-3","24.3902","4.2799999999999998E-2","5.3900000000000003E-2","20.6"
"76331","Mb-104","3","30","11","2.6800000000000001E-2","3.1399999999999997E-2","14.649699999999999","0.66200000000000003","0.84","21.2"
"76364","Mb-115","3","37","16","2.2499999999999998E-3","3.9500000000000004E-3","43.037999999999997","0.79","1.04","24"
"76366","Mb-1043_32","3","37","12","8.5819099999999995E-2","0.1","14.180899999999999","0.38500000000000001","0.46","16.2"
"76368","Mb-397","3","38","4","NA","NA","NA","NA","NA","NA"
"76372","Mb-255","3","38","12","0.121491","0.15","19.005800000000001","0.25600000000000001","0.32","20"
"76375","Mb-167","3","39","1","8.1684499999999993E-2","0.15","45.543700000000001","0.26","0.42","38.1"
"76377","Mb-9","3","39","10","0.12820100000000001","0.15","14.532999999999999","0.371","0.46","19.399999999999999"
"76381","Mb-411","3","40","17","3.4486200000000002E-2","0.05","31.027699999999999","6.9949999999999998E-2","9.4600000000000004E-2","26.1"
"76663","Mb-110","1","1","24","0.174035","0.35","50.275700000000001","0.34200000000000003","0.60099999999999998","43.2"
"76679","Mb-539_1","1","3","24","0.159859","0.2","20.070399999999999","0.19400000000000001","0.248","21.9"
"76697","Mb-229","1","5","26","0.12006","0.15","19.959700000000002","0.33700000000000002","0.46600000000000003","27.8"
"76709","Mb-111","1","7","22","0.18573899999999999","0.25","25.7042","0.47299999999999998","0.69799999999999995","32.200000000000003"
"76711","Mb-308","1","7","24","NA","0.8","NA","1.6339999999999999","2.4510000000000001","33.299999999999997"
"76769","Mb-353","1","14","26","1.7850000000000001E-2","2.3099999999999999E-2","22.7273","NA","NA","NA"
"76777","Mb-391","1","15","26","3.9001599999999997E-2","0.05","21.9969","8.5550000000000001E-2","0.1197","28.5"
"76797","Mb-533_1","1","18","22","0.37270799999999998","0.55000000000000004","32.234999999999999","1.141","1.4770000000000001","22.7"
"76800","Mb-779_14","1","18","25","0.205345","0.3","31.5517","0.219","0.28299999999999997","22.7"
"76808","Mb-14","1","19","25","0.84418300000000002","1.1499999999999999","26.5928","1.2929999999999999","1.714","24.5"
"76824","Mb-76","1","21","25","6.6241099999999997E-2","0.1","33.758899999999997","3.6450000000000003E-2","5.1799999999999999E-2","29.6"
"76832","Mb-851_1","1","22","25","NA","NA","NA","NA","NA","NA"
"76863","Mb-416","1","26","24","0.18399299999999999","0.25","26.4026","0.30299999999999999","0.40799999999999997","25.6"
"76921","Mb-401","1","33","26","0.11469500000000001","0.15","23.536799999999999","NA","NA","NA"
"76941","Mb-1139_19","1","36","22","0.59249700000000005","1.25","52.600299999999997","1.782","2.7269999999999999","34.700000000000003"
"76961","Mb-1238_1","1","38","26","0.13425300000000001","0.2","32.873600000000003","0.33600000000000002","0.45200000000000001","25.6"
"76968","Mb-35","1","39","25","0.21526500000000001","0.3","28.245100000000001","0.311","0.40200000000000002","22.6"
"76969","Mb-884_1","1","39","26","0.113848","0.15","24.101199999999999","0.125","0.151","17"
"76973","Mb-628_1","1","40","22","0.113188","0.15","24.5413","4.6600000000000003E-2","6.0449999999999997E-2","22.9"
"76975","Mb-3","1","40","24","0.13361000000000001","0.25","46.556100000000001","0.47399999999999998","0.69899999999999995","32.200000000000003"
"76979","Mb-111","3","1","20","0.116218","0.15","22.5212","0.17599999999999999","0.26","32.299999999999997"
"76980","Mb-1238_1","3","1","21","0.15696199999999999","0.2","21.518999999999998","0.66600000000000004","0.96","30.7"
"76991","Mb-884_1","3","3","20","2.1850000000000001E-2","3.1800000000000002E-2","31.289300000000001","0.26400000000000001","0.34","22.4"
"77004","Mb-779_14","3","5","21","2.7699999999999999E-2","3.5499999999999997E-2","21.971800000000002","0.217","0.29199999999999998","25.6"
"77009","Mb-110","3","6","20","3.2636400000000003E-2","0.05","34.7273","8.5000000000000006E-2","0.18","52.8"
"77010","Mb-229","3","6","21","NA","3.9199999999999999E-2","NA","0.14299999999999999","0.20599999999999999","30.8"
"77014","Mb-533_1","3","7","19","6.6783999999999996E-2","0.1","33.216000000000001","0.33","0.52","36.5"
"77015","Mb-3","3","7","20","0.101286","0.15","32.475900000000003","0.82599999999999996","1.24","33.4"
"77033","Mb-539_1","3","10","20","0.11917800000000001","0.15","20.547899999999998","8.1000000000000003E-2","0.1","19.3"
"77041","Mb-391","3","11","22","4.1323499999999999E-2","0.05","17.352900000000002","7.2999999999999995E-2","0.1","26.7"
"77045","Mb-76","3","12","20","3.39041E-2","0.05","32.191800000000001","0.157","0.24","34.5"
"77047","Mb-353","3","12","22","NA","NA","NA","NA","NA","NA"
"77093","Mb-851_1","3","20","20","3.6363600000000003E-2","0.05","27.2727","2.23E-2","6.7299999999999999E-2","66.900000000000006"
"77105","Mb-401","3","22","20","NA","NA","NA","NA","NA","NA"
"77106","Mb-308","3","22","21","2.3602499999999998E-2","0.05","52.795000000000002","0.13900000000000001","0.26","46.6"
"77164","Mb-628_1","3","30","25","5.8999999999999999E-3","8.2000000000000007E-3","28.0488","8.2000000000000007E-3","1.255E-2","34.700000000000003"
"77199","Mb-1139_19","3","35","25","0.16569999999999999","0.3","44.7667","0.70099999999999996","1.24","43.4"
"77270","Mb-533_1","2","15","20","2.5000000000000001E-2","3.4200000000000001E-2","26.900600000000001","0.315","0.47","32.9"
"77307","Mb-779_14","2","20","22","2.3999999999999998E-3","4.45E-3","46.067399999999999","7.0000000000000007E-2","9.5000000000000001E-2","25.8"
"77313","Mb-111","2","21","21","5.7999999999999996E-3","7.1999999999999998E-3","19.444400000000002","2.035E-2","2.8000000000000001E-2","27.3"
"77322","Mb-110","2","22","22","5.4597699999999999E-2","0.1","45.402299999999997","0.15","0.27200000000000002","44.7"
"77334","Mb-1139_19","2","23","26","0.27847699999999997","0.5","44.304600000000001","0.43","0.84","48.8"
"77337","Mb-308","2","24","21","0.122573","0.25","50.9709","0.56000000000000005","0.89300000000000002","37.299999999999997"
"77354","Mb-70","2","26","22","7.1000000000000004E-3","1.315E-2","46.007599999999996","8.1250000000000003E-2","0.13014999999999999","37.6"
"77366","Mb-628_1","2","27","26","0.16500000000000001","0.2","17.5","0.224","0.29699999999999999","24.6"
"77409","Mb-1238_1","2","32","22","0.14113899999999999","0.25","43.5443","0.47099999999999997","0.66300000000000003","29"
"77422","Mb-35","2","34","19","7.7777799999999994E-2","0.1","22.222200000000001","0.161","0.217","25.7"
"77425","Mb-401","2","34","22","NA","NA","NA","NA","NA","NA"
"77430","Mb-416","2","35","19","0.115852","0.15","22.7654","8.5999999999999993E-2","0.111","22.9"
"77442","Mb-884_1","2","36","23","3.91204E-2","0.05","21.7593","6.3E-2","8.2000000000000003E-2","22.7"
"77466","Mb-14","2","39","23","0.22049199999999999","0.35","37.002299999999998","0.69","0.99199999999999999","30.5"
"77472","Mb-3","2","4","21","0.44038500000000003","0.75","41.2821","1.2210000000000001","1.9690000000000001","38"
"77481","Mb-76","2","40","23","NA","NA","NA","NA","NA","NA"
"77485","Mb-391","2","5","19","0.123404","0.15","17.730499999999999","7.9000000000000001E-2","0.1009","21.7"
"77513","Mb-229","2","9","19","2.3900000000000001E-2","3.6999999999999998E-2","35.4054","0.10299999999999999","0.15","31.2"
"77529","Mb-539_1","2","2","21","7.8764500000000001E-2","0.1","21.235499999999998","0.09","0.13500000000000001","33.5"
