"UID","Genotype","Pheno_date","Year","Location","Dry_matter_plant","Fresh_weight_plant","Moisture_content"
70349,"Mb-2","24-Mar-14",2014,"JKI 15 AM-R3 C1",0.192329,0.27,28.7671
70352,"Mb-9","24-Mar-14",2014,"JKI 15 AM-R6 C1",0.0256452,0.03,14.5161
70353,"Mb-14","24-Mar-14",2014,"JKI 15 AM-R7 C1",0.151327,0.19,20.354
70355,"Mb-31","24-Mar-14",2014,"JKI 15 AM-R9 C1",0.143704,0.2,28.1481
70356,"Mb-35","24-Mar-14",2014,"JKI 15 AM-R10 C1",0.138347,0.18,23.1405
70357,"Mb-37","24-Mar-14",2014,"JKI 15 AM-R11 C1",0.0874107,0.11,20.5357
70359,"Mb-70","24-Mar-14",2014,"JKI 15 AM-R13 C1",0.136923,0.16,14.4231
70360,"Mb-72","24-Mar-14",2014,"JKI 15 AM-R14 C1",0.119277,0.18,33.7349
70361,"Mb-74","24-Mar-14",2014,"JKI 15 AM-R15 C1",0.0538938,0.07,23.0089
70362,"Mb-76","24-Mar-14",2014,"JKI 15 AM-R16 C1",0.216667,0.26,16.6667
70366,"Mb-86","24-Mar-14",2014,"JKI 15 AM-R17 C2",0.0765217,0.11,30.4348
70367,"Mb-94","24-Mar-14",2014,"JKI 15 AM-R16 C2",0.0164557,0.02,17.7215
70368,"Mb-102","24-Mar-14",2014,"JKI 15 AM-R15 C2",0.0694565,0.09,22.8261
70369,"Mb-104","24-Mar-14",2014,"JKI 15 AM-R14 C2",0.303489,0.45,32.5581
70370,"Mb-99","24-Mar-14",2014,"JKI 15 AM-R13 C2",0.117253,0.15,21.831
70371,"Mb-109","24-Mar-14",2014,"JKI 15 AM-R12 C2",0.116728,0.17,31.3364
70372,"Mb-110","24-Mar-14",2014,"JKI 15 AM-R11 C2",0.258964,0.34,23.8342
70373,"Mb-111","24-Mar-14",2014,"JKI 15 AM-R10 C2",0.149195,0.19,21.4765
70374,"Mb-113","24-Mar-14",2014,"JKI 15 AM-R9 C2",0.133044,0.17,21.7391
70375,"Mb-115","24-Mar-14",2014,"JKI 15 AM-R8 C2",0.0674782,0.08,15.6522
70378,"Mb-140","24-Mar-14",2014,"JKI 15 AM-R5 C2",0.37,0.37,NA
70379,"Mb-142","24-Mar-14",2014,"JKI 15 AM-R4 C2",0.22575,0.28,19.375
70380,"Mb-144","24-Mar-14",2014,"JKI 15 AM-R3 C2",0.3058,0.44,30.5
70381,"Mb-146","24-Mar-14",2014,"JKI 15 AM-R2 C2",0.372836,0.47,20.6731
70384,"Mb-147","24-Mar-14",2014,"JKI 15 AM-R2 C3",0.61,0.61,NA
70385,"Mb-148","24-Mar-14",2014,"JKI 15 AM-R3 C3",0.713905,0.99,27.8884
70386,"Mb-149","24-Mar-14",2014,"JKI 15 AM-R4 C3",0.397059,0.54,26.4706
70387,"Mb-166","24-Mar-14",2014,"JKI 15 AM-R5 C3",0.0896202,0.12,25.3165
70388,"Mb-167","24-Mar-14",2014,"JKI 15 AM-R6 C3",0.232152,0.31,25.1121
70389,"Mb-177","24-Mar-14",2014,"JKI 15 AM-R7 C3",0.178095,0.22,19.0476
70390,"Mb-99","24-Mar-14",2014,"JKI 15 AM-R8 C3",0.26366,0.33,20.1031
70392,"Mb-188","24-Mar-14",2014,"JKI 15 AM-R10 C3",0.195026,0.25,21.9895
70393,"Mb-221","24-Mar-14",2014,"JKI 15 AM-R11 C3",0.091826,0.12,23.4783
70394,"Mb-226","24-Mar-14",2014,"JKI 15 AM-R12 C3",0.534483,0.62,13.7931
70395,"Mb-229","24-Mar-14",2014,"JKI 15 AM-R13 C3",0.051827,0.07,25.9615
70397,"Mb-255","24-Mar-14",2014,"JKI 15 AM-R15 C3",0.0511765,0.06,14.7059
70398,"Mb-272","24-Mar-14",2014,"JKI 15 AM-R16 C3",0.0752688,0.1,24.7312
70399,"Mb-297","24-Mar-14",2014,"JKI 15 AM-R17 C3",0.0527398,0.07,24.6575
70402,"Mb-306","24-Mar-14",2014,"JKI 15 AM-R17 C4",0.20819,0.23,9.48276
70403,"Mb-307","24-Mar-14",2014,"JKI 15 AM-R16 C4",1.14216,1.62,29.4964
70405,"Mb-309","24-Mar-14",2014,"JKI 15 AM-R14 C4",0.546597,0.72,24.0838
70406,"Mb-310","24-Mar-14",2014,"JKI 15 AM-R13 C4",0.488572,0.6,18.5714
70408,"Mb-353","24-Mar-14",2014,"JKI 15 AM-R11 C4",0.3075,0.39,21.1538
70411,"Mb-383_1","24-Mar-14",2014,"JKI 15 AM-R8 C4",0.498017,0.53,6.03448
70412,"Mb-391","24-Mar-14",2014,"JKI 15 AM-R7 C4",0.318966,0.37,13.7931
70413,"Mb-393_1","24-Mar-14",2014,"JKI 15 AM-R6 C4",0.236667,0.27,12.3457
70414,"Mb-397","24-Mar-14",2014,"JKI 15 AM-R5 C4",0.307535,0.38,19.0698
70415,"Mb-399","24-Mar-14",2014,"JKI 15 AM-R4 C4",0.412577,0.46,10.3093
70416,"Mb-99","24-Mar-14",2014,"JKI 15 AM-R3 C4",0.375337,0.51,26.4045
70417,"Mb-401","24-Mar-14",2014,"JKI 15 AM-R2 C4",0.158846,0.21,24.359
70420,"Mb-411","24-Mar-14",2014,"JKI 15 AM-R2 C5",0.208773,0.26,19.7026
70422,"Mb-425_1","24-Mar-14",2014,"JKI 15 AM-R4 C5",0.22551,0.26,13.2653
70423,"Mb-427_1","24-Mar-14",2014,"JKI 15 AM-R5 C5",0.10375,0.12,13.5417
70424,"Mb-431_1","24-Mar-14",2014,"JKI 15 AM-R6 C5",0.068543,0.09,23.8411
70427,"Mb-434_1","24-Mar-14",2014,"JKI 15 AM-R9 C5",0.176344,0.2,11.828
70428,"Mx-437_90","24-Mar-14",2014,"JKI 15 AM-R10 C5",0.716292,0.85,15.7303
70429,"Mb-485_1","24-Mar-14",2014,"JKI 15 AM-R11 C5",0.276825,0.32,13.4921
70430,"Mb-486","24-Mar-14",2014,"JKI 15 AM-R12 C5",0.460492,0.53,13.1148
70431,"Mb-488_15","24-Mar-14",2014,"JKI 15 AM-R13 C5",0.331311,0.39,15.0485
70433,"Mb-490_10","24-Mar-14",2014,"JKI 15 AM-R15 C5",0.371739,0.45,17.3913
70434,"Mb-490_10","24-Mar-14",2014,"JKI 15 AM-R16 C5",0.321634,0.37,13.0719
70435,"Mb-494_1","24-Mar-14",2014,"JKI 15 AM-R17 C5",0.164571,0.24,31.4286
70438,"Mb-498_1","24-Mar-14",2014,"JKI 15 AM-R17 C6",0.0265714,0.03,11.4286
70439,"Mb-502_1","24-Mar-14",2014,"JKI 15 AM-R16 C6",0.815538,0.93,12.3077
70440,"Mb-505_1","24-Mar-14",2014,"JKI 15 AM-R15 C6",0.383091,0.43,10.9091
70441,"Mb-99","24-Mar-14",2014,"JKI 15 AM-R14 C6",0.211147,0.28,24.5902
70442,"Mb-508","24-Mar-14",2014,"JKI 15 AM-R13 C6",0.186667,0.21,11.1111
70445,"Mb-526_13","24-Mar-14",2014,"JKI 15 AM-R10 C6",0.0672341,0.08,15.9574
70446,"Mb-527_1","24-Mar-14",2014,"JKI 15 AM-R9 C6",0.227595,0.31,26.5823
70447,"Mb-533_1","24-Mar-14",2014,"JKI 15 AM-R8 C6",0.0727273,0.1,27.2727
70448,"Mb-539_1","24-Mar-14",2014,"JKI 15 AM-R7 C6",0.018,0.02,10
70451,"Mb-628_1","24-Mar-14",2014,"JKI 15 AM-R4 C6",0.237831,0.28,15.0602
70458,"Mb-770_18","24-Mar-14",2014,"JKI 15 AM-R4 C7",0.225661,0.26,13.2075
70462,"Mb-779_14","24-Mar-14",2014,"JKI 15 AM-R8 C7",0.157265,0.23,31.6239
70464,"Mb-99","24-Mar-14",2014,"JKI 15 AM-R10 C7",0.240863,0.31,22.3022
70467,"Mb-787_13","24-Mar-14",2014,"JKI 15 AM-R13 C7",0.411705,0.47,12.4031
70471,"Mb-810_11","24-Mar-14",2014,"JKI 15 AM-R17 C7",0.34,0.34,NA
70475,"Mb-819_19","24-Mar-14",2014,"JKI 15 AM-R16 C8",0.271846,0.31,12.3077
70476,"Mb-819_19","24-Mar-14",2014,"JKI 15 AM-R15 C8",0.230286,0.26,11.4286
70485,"Mb-884_1","24-Mar-14",2014,"JKI 15 AM-R6 C8",0.175,0.2,12.5
70493,"Mb-893_11","24-Mar-14",2014,"JKI 15 AM-R3 C9",0.123357,0.18,31.4685
70497,"Mb-910_11","24-Mar-14",2014,"JKI 15 AM-R7 C9",0.1863,0.27,31
70498,"Mb-913_17","24-Mar-14",2014,"JKI 15 AM-R8 C9",0.3608,0.41,12
70499,"Mb-914_13","24-Mar-14",2014,"JKI 15 AM-R9 C9",0.182744,0.27,32.3171
70506,"Mb-930","24-Mar-14",2014,"JKI 15 AM-R16 C9",0.0121154,0.015,19.2308
70507,"Mb-931_12","24-Mar-14",2014,"JKI 15 AM-R17 C9",0.124445,0.24,48.1481
70510,"Mb-931_12","24-Mar-14",2014,"JKI 15 AM-R17 C10",0.0947458,0.13,27.1186
70511,"Mb-933_11","24-Mar-14",2014,"JKI 15 AM-R16 C10",0.0902479,0.12,24.7934
70513,"Mb-935_13","24-Mar-14",2014,"JKI 15 AM-R14 C10",0.371304,0.42,11.5942
70514,"Mb-935_13","24-Mar-14",2014,"JKI 15 AM-R31 C10",0.0280702,0.04,29.8246
70517,"Mb-956_19","24-Mar-14",2014,"JKI 15 AM-R10 C10",0.205357,0.23,10.7143
70518,"Mb-956_19","24-Mar-14",2014,"JKI 15 AM-R9 C10",0.412208,0.46,10.3896
70520,"Mb-958_19","24-Mar-14",2014,"JKI 15 AM-R7 C10",0.460685,0.57,19.1781
70522,"Mb-960_20","24-Mar-14",2014,"JKI 15 AM-R5 C10",0.135549,0.19,28.6585
70523,"Mb-961_16","24-Mar-14",2014,"JKI 15 AM-R4 C10",0.0636364,0.08,20.4545
70528,"Mb-965_15","24-Mar-14",2014,"JKI 15 AM-R2 C11",0.220885,0.26,15.0442
70530,"Mb-969_18","24-Mar-14",2014,"JKI 15 AM-R4 C11",0.302913,0.39,22.3301
70532,"Mb-974_19","24-Mar-14",2014,"JKI 15 AM-R6 C11",0.110943,0.14,20.7547
70540,"Mb-1037_52","24-Mar-14",2014,"JKI 15 AM-R14 C11",0.374815,0.44,14.8148
70541,"Mb-1037_52","24-Mar-14",2014,"JKI 15 AM-R15 C11",0.135652,0.16,15.2174
70542,"Mb-1040_17","24-Mar-14",2014,"JKI 15 AM-R16 C11",0.0790909,0.1,20.9091
70543,"Mb-1043_32","24-Mar-14",2014,"JKI 15 AM-R17 C11",0.171667,0.2,14.1667
70546,"Mb-1044_50","24-Mar-14",2014,"JKI 15 AM-R17 C12",0.421978,0.48,12.0879
70549,"Mb-1056_31","24-Mar-14",2014,"JKI 15 AM-R14 C12",0.1034,0.11,6
70552,"Mb-1067_18","24-Mar-14",2014,"JKI 15 AM-R11 C12",0.177627,0.24,25.9887
70556,"Mb-1086_54","24-Mar-14",2014,"JKI 15 AM-R7 C12",0.751926,1.09,31.016
70571,"Mb-1130_51","24-Mar-14",2014,"JKI 15 AM-R9 C13",0.149837,0.19,21.1382
70573,"Mb-1132_52","24-Mar-14",2014,"JKI 15 AM-R11 C13",0.328395,0.38,13.5802
70578,"Mb-1147_12","24-Mar-14",2014,"JKI 15 AM-R16 C13",0.152778,0.22,30.5556
70579,"Mb-1147_12","24-Mar-14",2014,"JKI 15 AM-R17 C13",0.132632,0.18,26.3158
70584,"Mb-1153_20","24-Mar-14",2014,"JKI 15 AM-R15 C14",0.220952,0.24,7.93651
70585,"Mb-1153_20","24-Mar-14",2014,"JKI 15 AM-R14 C14",0.297987,0.37,19.4631
70586,"Mb-1155_33","24-Mar-14",2014,"JKI 15 AM-R13 C14",0.0356757,0.04,10.8108
70587,"Mb-1156_13","24-Mar-14",2014,"JKI 15 AM-R12 C14",0.0983443,0.15,34.4371
70588,"Mb-1162_20","24-Mar-14",2014,"JKI 15 AM-R11 C14",0.467979,0.53,11.7021
70592,"Mb-1182_16","24-Mar-14",2014,"JKI 15 AM-R7 C14",0.231383,0.29,20.2128
70600,"Mb-1205_12","24-Mar-14",2014,"JKI 15 AM-R2 C15",0.182892,0.22,16.8675
70602,"Mb-1231_18","24-Mar-14",2014,"JKI 15 AM-R4 C15",0.23061,0.31,25.6098
70604,"Mb-1238_1","24-Mar-14",2014,"JKI 15 AM-R6 C15",0.00170732,0.002,14.6341
70605,"Mb-1261_15","24-Mar-14",2014,"JKI 15 AM-R7 C15",0.37931,0.44,13.7931
70607,"Mb-1353_14","24-Mar-14",2014,"JKI 15 AM-R9 C15",0.251035,0.28,10.3448
70608,"Mb-1353_14","24-Mar-14",2014,"JKI 15 AM-R10 C15",0.274479,0.31,11.4583
70612,"Mb-1485_42","24-Mar-14",2014,"JKI 15 AM-R14 C15",0.610366,0.77,20.7317
70613,"Mb-1486_1","24-Mar-14",2014,"JKI 15 AM-R15 C15",0.933644,1.11,15.8879
70614,"Mx-1548_12","24-Mar-14",2014,"JKI 15 AM-R16 C15",0.41506,0.53,21.6867
70615,"Mx-1915_12","24-Mar-14",2014,"JKI 15 AM-R17 C15",0.258461,0.32,19.2308
70618,"Mx-1932_13","24-Mar-14",2014,"JKI 15 AM-R17 C16",0.6075,0.81,25
70619,"Mx-1933_11","24-Mar-14",2014,"JKI 15 AM-R16 C16",0.638077,0.79,19.2308
70620,"Mx-1956_15","24-Mar-14",2014,"JKI 15 AM-R15 C16",0.418807,0.55,23.8532
70621,"Mx-2446_1","24-Mar-14",2014,"JKI 15 AM-R14 C16",0.556279,0.78,28.6822
70622,"Mx-2470_5","24-Mar-14",2014,"JKI 15 AM-R13 C16",0.374348,0.41,8.69565
70625,"Mb-2","24-Mar-14",2014,"JKI 15 AM-R21 C1",0.13351,0.18,25.8278
70626,"Mb-3","24-Mar-14",2014,"JKI 15 AM-R22 C1",0.0505036,0.06,15.8273
70628,"Mb-9","24-Mar-14",2014,"JKI 15 AM-R24 C1",0.138686,0.19,27.0073
70629,"Mb-14","24-Mar-14",2014,"JKI 15 AM-R25 C1",0.280612,0.33,14.966
70631,"Mb-31","24-Mar-14",2014,"JKI 15 AM-R27 C1",0.125057,0.17,26.4368
70632,"Mb-35","24-Mar-14",2014,"JKI 15 AM-R28 C1",0.093,0.12,22.5
70633,"Mb-37","24-Mar-14",2014,"JKI 15 AM-R29 C1",0.404305,0.56,27.8027
70635,"Mb-70","24-Mar-14",2014,"JKI 15 AM-R31 C1",0.062906,0.08,21.3675
70636,"Mb-72","24-Mar-14",2014,"JKI 15 AM-R32 C1",0.0164384,0.02,17.8082
70637,"Mb-74","24-Mar-14",2014,"JKI 15 AM-R33 C1",0.041,0.05,18
70638,"Mb-76","24-Mar-14",2014,"JKI 15 AM-R34 C1",0.22875,0.27,15.2778
70642,"Mb-86","24-Mar-14",2014,"JKI 15 AM-R35 C2",0.0492029,0.07,29.7101
70643,"Mb-94","24-Mar-14",2014,"JKI 15 AM-R34 C2",0.0178788,0.02,10.6061
70644,"Mb-102","24-Mar-14",2014,"JKI 15 AM-R33 C2",0.00351064,0.005,29.7872
70645,"Mb-104","24-Mar-14",2014,"JKI 15 AM-R32 C2",0.07,0.08,12.5
70646,"Mb-99","24-Mar-14",2014,"JKI 15 AM-R31 C2",0.377314,0.48,21.393
70647,"Mb-109","24-Mar-14",2014,"JKI 15 AM-R30 C2",0.0581818,0.08,27.2727
70648,"Mb-110","24-Mar-14",2014,"JKI 15 AM-R29 C2",0.230886,0.32,27.8481
70649,"Mb-111","24-Mar-14",2014,"JKI 15 AM-R28 C2",0.0570731,0.09,36.5854
70650,"Mb-113","24-Mar-14",2014,"JKI 15 AM-R27 C2",0.055935,0.08,30.0813
70651,"Mb-115","24-Mar-14",2014,"JKI 15 AM-R26 C2",0.0503226,0.06,16.129
70654,"Mb-140","24-Mar-14",2014,"JKI 15 AM-R23 C2",0.465084,0.56,16.9492
70655,"Mb-142","24-Mar-14",2014,"JKI 15 AM-R22 C2",0.366765,0.43,14.7059
70656,"Mb-144","24-Mar-14",2014,"JKI 15 AM-R21 C2",0.315781,0.47,32.8125
70657,"Mb-146","24-Mar-14",2014,"JKI 15 AM-R20 C2",0.203415,0.24,15.2439
70660,"Mb-147","24-Mar-14",2014,"JKI 15 AM-R20 C3",0.292174,0.42,30.4348
70661,"Mb-148","24-Mar-14",2014,"JKI 15 AM-R21 C3",0.465507,0.66,29.4686
70662,"Mb-149","24-Mar-14",2014,"JKI 15 AM-R22 C3",0.531324,0.71,25.1656
70663,"Mb-166","24-Mar-14",2014,"JKI 15 AM-R23 C3",0.153333,0.22,30.303
70664,"Mb-167","24-Mar-14",2014,"JKI 15 AM-R24 C3",0.228549,0.31,26.2745
70665,"Mb-177","24-Mar-14",2014,"JKI 15 AM-R25 C3",0.461558,0.55,16.0804
70666,"Mb-99","24-Mar-14",2014,"JKI 15 AM-R26 C3",0.528366,0.7,24.5192
70668,"Mb-188","24-Mar-14",2014,"JKI 15 AM-R28 C3",0.732858,0.95,22.8571
70669,"Mb-221","24-Mar-14",2014,"JKI 15 AM-R29 C3",0.0584946,0.08,26.8817
70670,"Mb-226","24-Mar-14",2014,"JKI 15 AM-R30 C3",0.692181,0.81,14.5455
70671,"Mb-229","24-Mar-14",2014,"JKI 15 AM-R31 C3",0.0744681,0.1,25.5319
70674,"Mb-272","24-Mar-14",2014,"JKI 15 AM-R34 C3",0.132284,0.16,17.3228
70675,"Mb-297","24-Mar-14",2014,"JKI 15 AM-R35 C3",0.147826,0.17,13.0435
70678,"Mb-306","24-Mar-14",2014,"JKI 15 AM-R35 C4",0.505,0.61,17.2131
70679,"Mb-307","24-Mar-14",2014,"JKI 15 AM-R34 C4",1.67194,2.25,25.6917
70680,"Mb-308","24-Mar-14",2014,"JKI 15 AM-R33 C4",0.478622,0.63,24.0283
70681,"Mb-309","24-Mar-14",2014,"JKI 15 AM-R32 C4",0.431649,0.53,18.5567
70682,"Mb-310","24-Mar-14",2014,"JKI 15 AM-R31 C4",0.0251163,0.04,37.2093
70684,"Mb-353","24-Mar-14",2014,"JKI 15 AM-R29 C4",0.480975,0.58,17.0732
70687,"Mb-383_1","24-Mar-14",2014,"JKI 15 AM-R26 C4",0.778349,0.95,18.0685
70688,"Mb-391","24-Mar-14",2014,"JKI 15 AM-R25 C4",0.164746,0.27,38.9831
70689,"Mb-393_1","24-Mar-14",2014,"JKI 15 AM-R24 C4",0.211842,0.23,7.8947
70690,"Mb-397","24-Mar-14",2014,"JKI 15 AM-R23 C4",0.108621,0.14,22.4138
70692,"Mb-99","24-Mar-14",2014,"JKI 15 AM-R21 C4",0.154622,0.2,22.6891
70693,"Mb-401","24-Mar-14",2014,"JKI 15 AM-R20 C4",0.121838,0.14,12.973
70696,"Mb-411","24-Mar-14",2014,"JKI 15 AM-R20 C5",0.174231,0.21,17.033
70697,"Mb-416","24-Mar-14",2014,"JKI 15 AM-R21 C5",0.291705,0.34,14.2045
70698,"Mb-425_1","24-Mar-14",2014,"JKI 15 AM-R22 C5",0.0863636,0.1,13.6364
70700,"Mb-431_1","24-Mar-14",2014,"JKI 15 AM-R24 C5",0.161852,0.19,14.8148
70703,"Mb-434_1","24-Mar-14",2014,"JKI 15 AM-R27 C5",0.0802174,0.09,10.8696
70704,"Mx-437_90","24-Mar-14",2014,"JKI 15 AM-R28 C5",0.591429,0.66,10.3896
70705,"Mb-485_1","24-Mar-14",2014,"JKI 15 AM-R29 C5",0.534322,0.65,17.7966
70706,"Mb-486","24-Mar-14",2014,"JKI 15 AM-R30 C5",0.302395,0.38,20.4225
70707,"Mb-488_15","24-Mar-14",2014,"JKI 15 AM-R31 C5",0.125349,0.14,10.4651
70709,"Mb-490_10","24-Mar-14",2014,"JKI 15 AM-R33 C5",0.508056,0.59,13.8889
70710,"Mb-490_10","24-Mar-14",2014,"JKI 15 AM-R34 C5",0.449727,0.51,11.8182
70711,"Mb-494_1","24-Mar-14",2014,"JKI 15 AM-R35 C5",0.208816,0.23,9.21053
70714,"Mb-498_1","24-Mar-14",2014,"JKI 15 AM-R35 C6",0.0058,0.008,27.5
70715,"Mb-502_1","24-Mar-14",2014,"JKI 15 AM-R34 C6",1.06547,1.19,10.4651
70716,"Mb-505_1","24-Mar-14",2014,"JKI 15 AM-R33 C6",0.355575,0.41,13.2743
70717,"Mb-99","24-Mar-14",2014,"JKI 15 AM-R32 C6",0.39168,0.51,23.2
70721,"Mb-526_13","24-Mar-14",2014,"JKI 15 AM-R28 C6",0.121111,0.14,13.4921
70722,"Mb-527_1","24-Mar-14",2014,"JKI 15 AM-R27 C6",0.0960227,0.13,26.1364
