"UID","Genotype","Pheno_date","Year","Location","Dry_matter_plant","Fresh_weight_plant","Moisture_content"
70690,"Mb-397","24-Apr-15",2015,"JKI 15 AM-R23 C4",3.16321,3.82,17.1935
70692,"Mb-99","23-Apr-15",2015,"JKI 15 AM-R21 C4",2.02318,2.52,19.7152
70693,"Mb-401","24-Apr-15",2015,"JKI 15 AM-R20 C4",2.57905,3.14,17.8646
70696,"Mb-411","24-Apr-15",2015,"JKI 15 AM-R20 C5",2.72391,3.42,20.3536
70697,"Mb-416","24-Apr-15",2015,"JKI 15 AM-R21 C5",1.76373,2.46,28.3038
70698,"Mb-425_1","24-Apr-15",2015,"JKI 15 AM-R22 C5",1.25789,1.5,16.1406
70700,"Mb-431_1","22-Apr-15",2015,"JKI 15 AM-R24 C5",1.61485,1.82,11.2722
70703,"Mb-434_1","22-Apr-15",2015,"JKI 15 AM-R27 C5",1.30288,1.38,5.58824
70704,"Mx-437_90","23-Apr-15",2015,"JKI 15 AM-R28 C5",4.02033,4.44,9.45205
70705,"Mb-485_1","24-Apr-15",2015,"JKI 15 AM-R29 C5",3.61005,4.08,11.5183
70706,"Mb-486","24-Apr-15",2015,"JKI 15 AM-R30 C5",3.56436,4,10.8909
70707,"Mb-488_15","22-Apr-15",2015,"JKI 15 AM-R31 C5",2.26953,2.64,14.0328
70709,"Mb-490_10","22-Apr-15",2015,"JKI 15 AM-R33 C5",3.43538,3.94,12.8075
70710,"Mb-490_10","24-Apr-15",2015,"JKI 15 AM-R34 C5",2.11331,2.34,9.6875
70711,"Mb-494_1","22-Apr-15",2015,"JKI 15 AM-R35 C5",2.32678,2.56,9.11017
70714,"Mb-498_1","23-Apr-15",2015,"JKI 15 AM-R35 C6",0.720238,0.88,18.1548
70715,"Mb-502_1","23-Apr-15",2015,"JKI 15 AM-R34 C6",2.60157,3.2,18.701
70716,"Mb-505_1","22-Apr-15",2015,"JKI 15 AM-R33 C6",2.53455,2.94,13.7908
70717,"Mb-99","23-Apr-15",2015,"JKI 15 AM-R32 C6",3.23617,3.84,15.7246
70721,"Mb-526_13","23-Apr-15",2015,"JKI 15 AM-R28 C6",1.74441,1.94,10.082
70722,"Mb-527_1","23-Apr-15",2015,"JKI 15 AM-R27 C6",1.77623,1.94,8.44156
70723,"Mb-533_1","23-Apr-15",2015,"JKI 15 AM-R26 C6",1.338,1.56,14.2308
70724,"Mb-539_1","23-Apr-15",2015,"JKI 15 AM-R25 C6",0.613694,0.66,7.01613
70726,"Mb-585_1","23-Apr-15",2015,"JKI 15 AM-R23 C6",3.17798,3.8,16.369
70727,"Mb-628_1","23-Apr-15",2015,"JKI 15 AM-R22 C6",1.62072,2.06,21.3243
70734,"Mb-770_18","23-Apr-15",2015,"JKI 15 AM-R22 C7",3.52407,4.12,14.4643
70738,"Mb-779_14","23-Apr-15",2015,"JKI 15 AM-R26 C7",4.90778,6.16,20.3283
70740,"Mb-99","23-Apr-15",2015,"JKI 15 AM-R28 C7",4.01064,4.74,15.3873
70743,"Mb-787_13","24-Apr-15",2015,"JKI 15 AM-R31 C7",NA,2.6,NA
70747,"Mb-810_11","22-Apr-15",2015,"JKI 15 AM-R35 C7",2.41642,2.68,9.83517
70751,"Mb-819_19","24-Apr-15",2015,"JKI 15 AM-R34 C8",1.44418,1.6,9.73881
70752,"Mb-819_19","22-Apr-15",2015,"JKI 15 AM-R33 C8",1.51299,1.66,8.85621
70759,"Mb-851_1","24-Apr-15",2015,"JKI 15 AM-R26 C8",1.30963,2.04,35.8025
70761,"Mb-884_1","24-Apr-15",2015,"JKI 15 AM-R24 C8",2.76584,3.08,10.2
70763,"Mb-99","22-Apr-15",2015,"JKI 15 AM-R22 C8",2.95357,3.4,13.1304
70769,"Mb-893_11","22-Apr-15",2015,"JKI 15 AM-R21 C9",1.624,2.32,30
70773,"Mb-910_11","22-Apr-15",2015,"JKI 15 AM-R25 C9",3.27697,4.38,25.1832
70774,"Mb-913_17","22-Apr-15",2015,"JKI 15 AM-R26 C9",1.17644,1.34,12.2059
70775,"Mb-914_13","22-Apr-15",2015,"JKI 15 AM-R27 C9",2.27382,3.22,29.3846
70781,"Mb-928_18","22-Apr-15",2015,"JKI 15 AM-R33 C9",3.8383,5.68,32.4242
70782,"Mb-930","24-Apr-15",2015,"JKI 15 AM-R34 C9",3.63857,5.18,29.7573
70786,"Mb-931_12","11-Mar-15",2015,"JKI 15 AM-R35 C10",NA,3.12,NA
70787,"Mb-933_11","22-Apr-15",2015,"JKI 15 AM-R34 C10",2.08678,2.84,26.5217
70788,"Mb-99","22-Apr-15",2015,"JKI 15 AM-R33 C10",3.2639,3.92,16.7373
70789,"Mb-935_13","22-Apr-15",2015,"JKI 15 AM-R32 C10",2.78267,3.12,10.812
70793,"Mb-956_19","22-Apr-15",2015,"JKI 15 AM-R28 C10",2.69158,3.02,10.875
70794,"Mb-956_19","22-Apr-15",2015,"JKI 15 AM-R27 C10",1.932,2.16,10.5556
70796,"Mb-958_19","22-Apr-15",2015,"JKI 15 AM-R25 C10",2.15962,2.5,13.6154
70797,"Mb-960_20","22-Apr-15",2015,"JKI 15 AM-R24 C10",2.27332,3.38,32.7419
70798,"Mb-960_20","22-Apr-15",2015,"JKI 15 AM-R23 C10",3.37826,4.92,31.3361
70799,"Mb-961_16","22-Apr-15",2015,"JKI 15 AM-R22 C10",2.98815,3.4,12.1131
70804,"Mb-965_15","22-Apr-15",2015,"JKI 15 AM-R20 C11",3.10718,3.54,12.2266
70806,"Mb-969_18","22-Apr-15",2015,"JKI 15 AM-R22 C11",3.0336,3.42,11.2983
70808,"Mb-974_19","22-Apr-15",2015,"JKI 15 AM-R24 C11",2.73655,3.46,20.9091
70811,"Mb-99","24-Apr-15",2015,"JKI 15 AM-R27 C11",2.38163,2.88,17.3043
70816,"Mb-1037_52","22-Apr-15",2015,"JKI 15 AM-R32 C11",1.67189,1.8,7.11732
70817,"Mb-1037_52","22-Apr-15",2015,"JKI 15 AM-R33 C11",1.99064,2.22,10.3316
70818,"Mb-1040_17","22-Apr-15",2015,"JKI 15 AM-R34 C11",2.39611,2.72,11.9079
70819,"Mb-1043_32","22-Apr-15",2015,"JKI 15 AM-R35 C11",2.02892,2.26,10.2247
70822,"Mb-1044_50","22-Apr-15",2015,"JKI 15 AM-R35 C12",1.39094,1.54,9.6789
70823,"Mb-1044_50","22-Apr-15",2015,"JKI 15 AM-R34 C12",1.654,1.84,10.1084
70825,"Mb-1056_31","24-Apr-15",2015,"JKI 15 AM-R32 C12",1.46979,1.64,10.3788
70828,"Mb-1067_18","22-Apr-15",2015,"JKI 15 AM-R29 C12",0.755067,0.92,17.9275
70832,"Mb-1086_54","24-Apr-15",2015,"JKI 15 AM-R25 C12",6.37933,7.54,15.3935
70834,"Mb-99","22-Apr-15",2015,"JKI 15 AM-R23 C12",3.08164,3.7,16.7123
70847,"Mb-1130_51","22-Apr-15",2015,"JKI 15 AM-R27 C13",3.30496,4,17.376
70849,"Mb-1132_52","23-Apr-15",2015,"JKI 15 AM-R29 C13",1.944,2.16,10
70854,"Mb-1147_12","22-Apr-15",2015,"JKI 15 AM-R34 C13",1.94193,2.22,12.5258
70855,"Mb-1147_12","23-Apr-15",2015,"JKI 15 AM-R35 C13",1.83312,2.12,13.5321
70859,"Mb-99","24-Apr-15",2015,"JKI 15 AM-R34 C14",3.86814,4.7,17.6991
70860,"Mb-1153_20","22-Apr-15",2015,"JKI 15 AM-R33 C14",3.05741,4.4,30.5135
70861,"Mb-1153_20","22-Apr-15",2015,"JKI 15 AM-R32 C14",4.428,6.48,31.6667
70863,"Mb-1156_13","24-Apr-15",2015,"JKI 15 AM-R30 C14",2.805,4.42,36.5385
70864,"Mb-1162_20","23-Apr-15",2015,"JKI 15 AM-R29 C14",3.28469,3.78,13.1034
70868,"Mb-1182_16","22-Apr-15",2015,"JKI 15 AM-R25 C14",2.26175,3.32,31.875
70876,"Mb-1205_12","24-Apr-15",2015,"JKI 15 AM-R20 C15",3.58902,4.04,11.1628
70878,"Mb-1231_18","23-Apr-15",2015,"JKI 15 AM-R22 C15",3.37742,4.98,32.1802
70880,"Mb-1238_1","23-Apr-15",2015,"JKI 15 AM-R24 C15",1.11598,1.28,12.8143
70881,"Mb-1261_15","23-Apr-15",2015,"JKI 15 AM-R25 C15",2.61788,2.92,10.3465
70883,"Mb-1353_14","23-Apr-15",2015,"JKI 15 AM-R27 C15",2.2948,2.58,11.0542
70884,"Mb-1353_14","23-Apr-15",2015,"JKI 15 AM-R28 C15",3.22898,3.62,10.8015
70885,"Mb-99","23-Apr-15",2015,"JKI 15 AM-R29 C15",2.03894,2.48,17.7848
70888,"Mb-1485_42","23-Apr-15",2015,"JKI 15 AM-R32 C15",3.71625,4.54,18.1443
70889,"Mb-1486_1","22-Apr-15",2015,"JKI 15 AM-R33 C15",3.73333,4.46,16.2931
70890,"Mx-1548_12","23-Apr-15",2015,"JKI 15 AM-R34 C15",2.10158,2.38,11.6981
70891,"Mx-1915_12","23-Apr-15",2015,"JKI 15 AM-R35 C15",NA,2.32,NA
70894,"Mx-1932_13","23-Apr-15",2015,"JKI 15 AM-R35 C16",2.85474,3.28,12.9651
70895,"Mx-1933_11","23-Apr-15",2015,"JKI 15 AM-R34 C16",3.08383,3.52,12.3913
70896,"Mx-1956_15","23-Apr-15",2015,"JKI 15 AM-R33 C16",2.25817,2.72,16.9792
70897,"Mx-2446_1","23-Apr-15",2015,"JKI 15 AM-R32 C16",3.2151,3.78,14.9444
70898,"Mx-2470_5","22-Apr-15",2015,"JKI 15 AM-R31 C16",2.07625,3.02,31.25
70349,"Mb-2","24-Feb-16",2016,"JKI 15 AM-R3 C1",3.57726,5.46,34.4824
70352,"Mb-9","24-Feb-16",2016,"JKI 15 AM-R6 C1",2.01927,2.86,29.396
70353,"Mb-14","24-Feb-16",2016,"JKI 15 AM-R7 C1",NA,NA,30.0998
70355,"Mb-31","24-Feb-16",2016,"JKI 15 AM-R9 C1",3.27784,4.46,26.5059
70356,"Mb-35","24-Feb-16",2016,"JKI 15 AM-R10 C1",2.10034,2.86,26.5615
70357,"Mb-37","24-Feb-16",2016,"JKI 15 AM-R11 C1",3.40382,5.88,42.112
70359,"Mb-70","24-Feb-16",2016,"JKI 15 AM-R13 C1",2.34124,4.18,43.9895
70360,"Mb-72","24-Feb-16",2016,"JKI 15 AM-R14 C1",3.96944,5.66,29.8685
70361,"Mb-74","24-Feb-16",2016,"JKI 15 AM-R15 C1",2.7068,4.44,39.036
70362,"Mb-76","24-Feb-16",2016,"JKI 15 AM-R16 C1",3.42691,4.6,25.502
70366,"Mb-86","24-Feb-16",2016,"JKI 15 AM-R17 C2",4.36302,6.52,33.0825
70367,"Mb-94","24-Feb-16",2016,"JKI 15 AM-R16 C2",1.84425,2.42,23.7911
70368,"Mb-102","24-Feb-16",2016,"JKI 15 AM-R15 C2",2.86784,5.02,42.8718
70369,"Mb-104","24-Feb-16",2016,"JKI 15 AM-R14 C2",5.31387,9.06,41.348
70370,"Mb-99","24-Feb-16",2016,"JKI 15 AM-R13 C2",4.15016,6.8,38.9682
70371,"Mb-109","24-Feb-16",2016,"JKI 15 AM-R12 C2",NA,NA,52.9502
70372,"Mb-110","24-Feb-16",2016,"JKI 15 AM-R11 C2",3.80088,7.12,46.6169
70373,"Mb-111","24-Feb-16",2016,"JKI 15 AM-R10 C2",1.56245,2.18,28.3281
70374,"Mb-113","24-Feb-16",2016,"JKI 15 AM-R9 C2",2.01881,2.82,28.4108
70375,"Mb-115","24-Feb-16",2016,"JKI 15 AM-R8 C2",1.92647,2.78,30.7025
70378,"Mb-140","24-Feb-16",2016,"JKI 15 AM-R5 C2",2.66531,3.64,26.7773
70379,"Mb-142","24-Feb-16",2016,"JKI 15 AM-R4 C2",2.91247,3.86,24.5473
70380,"Mb-144","24-Feb-16",2016,"JKI 15 AM-R3 C2",2.38662,3.32,28.1139
70381,"Mb-146","24-Feb-16",2016,"JKI 15 AM-R2 C2",2.6922,3.62,25.6298
70384,"Mb-147","24-Feb-16",2016,"JKI 15 AM-R2 C3",2.22194,3.56,37.586
70385,"Mb-148","24-Feb-16",2016,"JKI 15 AM-R3 C3",2.44091,4.18,41.605
70386,"Mb-149","24-Feb-16",2016,"JKI 15 AM-R4 C3",2.46634,3.74,34.055
70387,"Mb-166","24-Feb-16",2016,"JKI 15 AM-R5 C3",1.00639,1.92,47.5836
70388,"Mb-167","24-Feb-16",2016,"JKI 15 AM-R6 C3",1.63672,3.62,54.7867
70389,"Mb-177","24-Feb-16",2016,"JKI 15 AM-R7 C3",1.76897,2.4,26.293
70390,"Mb-99","22-Feb-16",2016,"JKI 15 AM-R8 C3",NA,5.3,NA
70392,"Mb-188","24-Feb-16",2016,"JKI 15 AM-R10 C3",5.50585,8.7,36.7143
70393,"Mb-221","24-Feb-16",2016,"JKI 15 AM-R11 C3",0.621548,0.94,33.8779
70394,"Mb-226","24-Feb-16",2016,"JKI 15 AM-R12 C3",4.07858,5.84,30.1612
70395,"Mb-229","24-Feb-16",2016,"JKI 15 AM-R13 C3",0.804011,1.14,29.4727
70397,"Mb-255","24-Feb-16",2016,"JKI 15 AM-R15 C3",1.51314,2.34,35.336
70398,"Mb-272","24-Feb-16",2016,"JKI 15 AM-R16 C3",1.32835,2.06,35.517
70399,"Mb-297","24-Feb-16",2016,"JKI 15 AM-R17 C3",2.19546,2.94,25.3244
70402,"Mb-306","25-Feb-16",2016,"JKI 15 AM-R17 C4",NA,NA,32.0925
70403,"Mb-307","25-Feb-16",2016,"JKI 15 AM-R16 C4",NA,NA,29.9653
70405,"Mb-309","25-Feb-16",2016,"JKI 15 AM-R14 C4",4.50604,7.82,42.378
70406,"Mb-310","25-Feb-16",2016,"JKI 15 AM-R13 C4",NA,NA,38.2508
70408,"Mb-353","25-Feb-16",2016,"JKI 15 AM-R11 C4",NA,NA,17.2718
70411,"Mb-383_1","25-Feb-16",2016,"JKI 15 AM-R8 C4",NA,NA,38.9651
70412,"Mb-391","25-Feb-16",2016,"JKI 15 AM-R7 C4",NA,NA,15.6869
70413,"Mb-393_1","25-Feb-16",2016,"JKI 15 AM-R6 C4",NA,NA,35.9209
70414,"Mb-397","25-Feb-16",2016,"JKI 15 AM-R5 C4",NA,NA,39.2785
70415,"Mb-399","25-Feb-16",2016,"JKI 15 AM-R4 C4",NA,NA,27.9603
70416,"Mb-99","25-Feb-16",2016,"JKI 15 AM-R3 C4",NA,NA,22.9047
70417,"Mb-401","25-Feb-16",2016,"JKI 15 AM-R2 C4",NA,NA,38.4593
70435,"Mb-494_1","26-Feb-16",2016,"JKI 15 AM-R17 C5",2.76387,3.18,13.0859
70438,"Mb-498_1","26-Feb-16",2016,"JKI 15 AM-R17 C6",0.400861,0.6,33.1899
70445,"Mb-526_13","26-Feb-16",2016,"JKI 15 AM-R10 C6",1.42991,1.62,11.734
70446,"Mb-527_1","26-Feb-16",2016,"JKI 15 AM-R9 C6",2.27405,2.6,12.5364
70464,"Mb-99","03-Mar-16",2016,"JKI 15 AM-R10 C7",4.29338,5.24,18.0653
70493,"Mb-893_11","26-Feb-16",2016,"JKI 15 AM-R3 C9",3.27741,3.86,15.0929
70497,"Mb-910_11","26-Feb-16",2016,"JKI 15 AM-R7 C9",1.93199,2.6,25.6925
70506,"Mb-930","26-Feb-16",2016,"JKI 15 AM-R16 C9",1.75945,3.08,42.8749
70510,"Mb-931_12","03-Mar-16",2016,"JKI 15 AM-R17 C10",3.1379,4.52,30.5774
70511,"Mb-933_11","26-Feb-16",2016,"JKI 15 AM-R16 C10",3.26644,4.88,33.0648
70512,"Mb-99","26-Feb-16",2016,"JKI 15 AM-R15 C10",3.43257,4.26,19.4233
70521,"Mb-960_20","26-Feb-16",2016,"JKI 15 AM-R6 C10",1.88296,2.8,32.7515
70522,"Mb-960_20","26-Feb-16",2016,"JKI 15 AM-R5 C10",2.23863,3.24,30.9063
70532,"Mb-974_19","26-Feb-16",2016,"JKI 15 AM-R6 C11",2.85515,3.94,27.5342
70556,"Mb-1086_54","25-Feb-16",2016,"JKI 15 AM-R7 C12",5.48701,7.96,31.0678
70558,"Mb-99","25-Feb-16",2016,"JKI 15 AM-R5 C12",3.33477,4.56,26.8691
70571,"Mb-1130_51","25-Feb-16",2016,"JKI 15 AM-R9 C13",4.25166,6.04,29.6083
70583,"Mb-99","25-Feb-16",2016,"JKI 15 AM-R16 C14",3.22149,4.2,23.2979
70584,"Mb-1153_20","25-Feb-16",2016,"JKI 15 AM-R15 C14",2.64262,4.46,40.7485
70585,"Mb-1153_20","25-Feb-16",2016,"JKI 15 AM-R14 C14",3.24558,5.02,35.347
70587,"Mb-1156_13","25-Feb-16",2016,"JKI 15 AM-R12 C14",0.967421,1.72,43.7546
70592,"Mb-1182_16","25-Feb-16",2016,"JKI 15 AM-R7 C14",1.06819,1.64,34.8667
70600,"Mb-1205_12","03-Mar-16",2016,"JKI 15 AM-R2 C15",4.03619,4.82,16.2617
70602,"Mb-1231_18","26-Feb-16",2016,"JKI 15 AM-R4 C15",5.234,9.3,43.7204
70604,"Mb-1238_1","26-Feb-16",2016,"JKI 15 AM-R6 C15",0.900672,1.08,16.6045
70609,"Mb-99","26-Feb-16",2016,"JKI 15 AM-R11 C15",3.43245,4.48,23.3829
70612,"Mb-1485_42","26-Feb-16",2016,"JKI 15 AM-R14 C15",3.40749,4.88,30.1743
70613,"Mb-1486_1","26-Feb-16",2016,"JKI 15 AM-R15 C15",4.29728,5.34,19.5266
70614,"Mx-1548_12","26-Feb-16",2016,"JKI 15 AM-R16 C15",1.306,1.52,14.0789
70615,"Mx-1915_12","26-Feb-16",2016,"JKI 15 AM-R17 C15",2.21632,2.72,18.5178
70618,"Mx-1932_13","26-Feb-16",2016,"JKI 15 AM-R17 C16",3.56504,4.46,20.0663
70619,"Mx-1933_11","26-Feb-16",2016,"JKI 15 AM-R16 C16",3.09418,3.86,19.8399
70620,"Mx-1956_15","26-Feb-16",2016,"JKI 15 AM-R15 C16",2.4731,3,17.5633
70625,"Mb-2","24-Feb-16",2016,"JKI 15 AM-R21 C1",1.57442,2.22,29.0803
70626,"Mb-3","24-Feb-16",2016,"JKI 15 AM-R22 C1",2.1747,3.3,34.1
70628,"Mb-9","24-Feb-16",2016,"JKI 15 AM-R24 C1",1.91744,2.78,31.0273
70629,"Mb-14","24-Feb-16",2016,"JKI 15 AM-R25 C1",2.31778,3.5,33.7777
70631,"Mb-31","24-Feb-16",2016,"JKI 15 AM-R27 C1",1.41931,2.1,32.4137
70632,"Mb-35","24-Feb-16",2016,"JKI 15 AM-R28 C1",1.30261,1.82,28.4281
70633,"Mb-37","24-Feb-16",2016,"JKI 15 AM-R29 C1",5.41195,9.46,42.7912
70635,"Mb-70","24-Feb-16",2016,"JKI 15 AM-R31 C1",2.00673,3.98,49.5796
70636,"Mb-72","22-Feb-16",2016,"JKI 15 AM-R32 C1",NA,5.72,NA
70637,"Mb-74","24-Feb-16",2016,"JKI 15 AM-R33 C1",2.73915,4.92,44.3262
70638,"Mb-76","24-Feb-16",2016,"JKI 15 AM-R34 C1",4.50269,6.02,25.2045
70642,"Mb-86","24-Feb-16",2016,"JKI 15 AM-R35 C2",2.56938,3.7,30.5574
70643,"Mb-94","24-Feb-16",2016,"JKI 15 AM-R34 C2",1.71409,2.62,34.5769
70644,"Mb-102","22-Feb-16",2016,"JKI 15 AM-R33 C2",NA,4.58,NA
70645,"Mb-104","24-Feb-16",2016,"JKI 15 AM-R32 C2",5.62065,9.24,39.1705
70646,"Mb-99","24-Feb-16",2016,"JKI 15 AM-R31 C2",5.6103,9.68,42.0423
70647,"Mb-109","24-Feb-16",2016,"JKI 15 AM-R30 C2",2.58604,5.16,49.8829
70648,"Mb-110","24-Feb-16",2016,"JKI 15 AM-R29 C2",3.63422,7.46,51.2839
70649,"Mb-111","24-Feb-16",2016,"JKI 15 AM-R28 C2",1.28015,1.92,33.3253
70650,"Mb-113","24-Feb-16",2016,"JKI 15 AM-R27 C2",1.65793,2.38,30.339
70651,"Mb-115","24-Feb-16",2016,"JKI 15 AM-R26 C2",1.71206,2.58,33.641
70654,"Mb-140","24-Feb-16",2016,"JKI 15 AM-R23 C2",4.00358,5.44,26.4048
70655,"Mb-142","24-Feb-16",2016,"JKI 15 AM-R22 C2",3.12666,4.2,25.5558
70656,"Mb-144","24-Feb-16",2016,"JKI 15 AM-R21 C2",3.6657,5.4,32.1167
70657,"Mb-146","24-Feb-16",2016,"JKI 15 AM-R20 C2",3.00095,4.08,26.4474
70661,"Mb-148","24-Feb-16",2016,"JKI 15 AM-R21 C3",2.05679,3.12,34.0771
70662,"Mb-149","24-Feb-16",2016,"JKI 15 AM-R22 C3",3.54087,5.9,39.9852
70663,"Mb-166","24-Feb-16",2016,"JKI 15 AM-R23 C3",0.755762,1.24,39.0515
70664,"Mb-167","24-Feb-16",2016,"JKI 15 AM-R24 C3",1.15193,2.52,54.2885
70665,"Mb-177","24-Feb-16",2016,"JKI 15 AM-R25 C3",NA,NA,26.3781
70666,"Mb-99","24-Feb-16",2016,"JKI 15 AM-R26 C3",2.4387,4.1,40.5196
70668,"Mb-188","24-Feb-16",2016,"JKI 15 AM-R28 C3",5.81164,9.56,39.2088
70669,"Mb-221","22-Feb-16",2016,"JKI 15 AM-R29 C3",NA,0.84,NA
70670,"Mb-226","24-Feb-16",2016,"JKI 15 AM-R30 C3",NA,NA,31.419
70671,"Mb-229","24-Feb-16",2016,"JKI 15 AM-R31 C3",0.943729,1.28,26.2712
70674,"Mb-272","24-Feb-16",2016,"JKI 15 AM-R34 C3",1.83204,2.74,33.1373
70675,"Mb-297","24-Feb-16",2016,"JKI 15 AM-R35 C3",1.68146,2.72,38.1815
70678,"Mb-306","25-Feb-16",2016,"JKI 15 AM-R35 C4",NA,NA,36.9203
70679,"Mb-307","25-Feb-16",2016,"JKI 15 AM-R34 C4",4.69242,6.7,29.9639
70680,"Mb-308","25-Feb-16",2016,"JKI 15 AM-R33 C4",3.38981,5.52,38.5904
70681,"Mb-309","25-Feb-16",2016,"JKI 15 AM-R32 C4",5.08814,8.36,39.1371
70682,"Mb-310","25-Feb-16",2016,"JKI 15 AM-R31 C4",2.40209,3.88,38.0906
70684,"Mb-353","25-Feb-16",2016,"JKI 15 AM-R29 C4",NA,NA,27.5837
70687,"Mb-383_1","25-Feb-16",2016,"JKI 15 AM-R26 C4",NA,NA,43.9493
70688,"Mb-391","25-Feb-16",2016,"JKI 15 AM-R25 C4",NA,NA,37.5124
70689,"Mb-393_1","23-Feb-16",2016,"JKI 15 AM-R24 C4",NA,NA,39.7327
70690,"Mb-397","24-Feb-16",2016,"JKI 15 AM-R23 C4",NA,NA,41.9365
70692,"Mb-99","25-Feb-16",2016,"JKI 15 AM-R21 C4",NA,NA,29.329
70693,"Mb-401","25-Feb-16",2016,"JKI 15 AM-R20 C4",NA,NA,44.3462
70721,"Mb-526_13","29-Feb-16",2016,"JKI 15 AM-R28 C6",1.41466,1.64,13.7405
70722,"Mb-527_1","29-Feb-16",2016,"JKI 15 AM-R27 C6",0.635507,0.72,11.7352
70740,"Mb-99","29-Feb-16",2016,"JKI 15 AM-R28 C7",2.59348,3.16,17.9278
70763,"Mb-99","25-Feb-16",2016,"JKI 15 AM-R22 C8",NA,2.44,NA
70773,"Mb-910_11","29-Feb-16",2016,"JKI 15 AM-R25 C9",2.10132,2.74,23.3096
70781,"Mb-928_18","29-Feb-16",2016,"JKI 15 AM-R33 C9",3.32807,5.58,40.3571
70782,"Mb-930","29-Feb-16",2016,"JKI 15 AM-R34 C9",2.47675,4.06,38.9962
70786,"Mb-931_12","29-Feb-16",2016,"JKI 15 AM-R35 C10",1.93493,2.72,28.8627
70787,"Mb-933_11","29-Feb-16",2016,"JKI 15 AM-R34 C10",2.88331,4.12,30.0167
70788,"Mb-99","29-Feb-16",2016,"JKI 15 AM-R33 C10",2.20624,2.58,14.4869
70797,"Mb-960_20","29-Feb-16",2016,"JKI 15 AM-R24 C10",1.76202,2.1,16.0944
70798,"Mb-960_20","29-Feb-16",2016,"JKI 15 AM-R23 C10",0.842562,1.82,53.7054
70808,"Mb-974_19","29-Feb-16",2016,"JKI 15 AM-R24 C11",3.67519,4.94,25.6034
70811,"Mb-99","29-Feb-16",2016,"JKI 15 AM-R27 C11",1.94337,2.5,22.2651
70832,"Mb-1086_54","29-Feb-16",2016,"JKI 15 AM-R25 C12",5.43447,7.56,28.1154
70834,"Mb-99","29-Feb-16",2016,"JKI 15 AM-R23 C12",2.42993,3.02,19.5387
70847,"Mb-1130_51","29-Feb-16",2016,"JKI 15 AM-R27 C13",4.46613,6.08,26.5439
70859,"Mb-99","29-Feb-16",2016,"JKI 15 AM-R34 C14",4.208,5.26,20
70860,"Mb-1153_20","29-Feb-16",2016,"JKI 15 AM-R33 C14",2.57387,3.68,30.0578
70861,"Mb-1153_20","29-Feb-16",2016,"JKI 15 AM-R32 C14",3.65303,6.18,40.8894
70863,"Mb-1156_13","29-Feb-16",2016,"JKI 15 AM-R30 C14",2.31936,3.84,39.6
70876,"Mb-1205_12","29-Feb-16",2016,"JKI 15 AM-R20 C15",4.62699,5.4,14.3149
70878,"Mb-1231_18","29-Feb-16",2016,"JKI 15 AM-R22 C15",3.48921,6.12,42.9867
70880,"Mb-1238_1","25-Feb-16",2016,"JKI 15 AM-R24 C15",NA,1.94,NA
70885,"Mb-99","29-Feb-16",2016,"JKI 15 AM-R29 C15",1.7632,2.22,20.5767
70888,"Mb-1485_42","29-Feb-16",2016,"JKI 15 AM-R32 C15",3.48338,5.26,33.7761
70889,"Mb-1486_1","29-Feb-16",2016,"JKI 15 AM-R33 C15",4.35399,5.38,19.0709
70890,"Mx-1548_12","29-Feb-16",2016,"JKI 15 AM-R34 C15",1.01715,1.22,16.6271
70891,"Mx-1915_12","29-Feb-16",2016,"JKI 15 AM-R35 C15",2.41714,2.82,14.2857
70894,"Mx-1932_13","29-Feb-16",2016,"JKI 15 AM-R35 C16",2.52489,3.06,17.4873
70895,"Mx-1933_11","29-Feb-16",2016,"JKI 15 AM-R34 C16",3.25802,4.08,20.1465
70896,"Mx-1956_15","29-Feb-16",2016,"JKI 15 AM-R33 C16",2.34558,3,21.814
70897,"Mx-2446_1","29-Feb-16",2016,"JKI 15 AM-R32 C16",3.2103,5.22,38.5
