"Genotype","Environment","trait","BLUE","SE","converged"
"Mb-113","Aber-2016","FW",2.68447684675718,0.914904168962745,TRUE
"Mb-1139_19","Aber-2016","FW",1.6333614519939,0.762978101636569,TRUE
"Mb-1147_12","Aber-2016","FW",2.46037604760162,0.769845195376552,TRUE
"Mb-115","Aber-2016","FW",1.05226199469117,0.914771762820783,TRUE
"Mb-1153_20","Aber-2016","FW",7.40469584340091,0.913500978145091,TRUE
"Mb-1156_13","Aber-2016","FW",5.59922039860234,0.762200781521083,TRUE
"Mb-1182_16","Aber-2016","FW",6.13095352516178,1.26601827631375,TRUE
"Mb-1205_12","Aber-2016","FW",4.0853408811851,0.761141002547006,TRUE
"Mb-1231_18","Aber-2016","FW",5.69443444925811,0.913444855738073,TRUE
"Mb-1238_1","Aber-2016","FW",0.700301230760958,0.762767705198966,TRUE
"Mb-14","Aber-2016","FW",1.15460112359835,0.91630390125417,TRUE
"Mb-167","Aber-2016","FW",1.81905168252761,0.761560919667,TRUE
"Mb-2","Aber-2016","FW",3.66699769885753,0.913214350675637,TRUE
"Mb-221","Aber-2016","FW",1.34436381297629,1.26599659810047,TRUE
"Mb-229","Aber-2016","FW",0.284172259683939,0.762746995845955,TRUE
"Mb-255","Aber-2016","FW",0.784969861759714,0.913720577084349,TRUE
"Mb-3","Aber-2016","FW",1.27338297751933,0.763128057246579,TRUE
"Mb-306","Aber-2016","FW",2.11097988432476,0.762579867195543,TRUE
"Mb-31","Aber-2016","FW",0.690645313133846,0.913910566352875,TRUE
"Mb-35","Aber-2016","FW",0.101239619790608,0.915817947198589,TRUE
"Mb-37","Aber-2016","FW",2.51577019037819,1.26540560102664,TRUE
"Mb-434_1","Aber-2016","FW",2.11637838298721,0.91468158460329,TRUE
"Mb-526_13","Aber-2016","FW",1.0663862150936,0.91289437939757,TRUE
"Mb-527_1","Aber-2016","FW",1.19368302497035,0.914417930312807,TRUE
"Mb-533_1","Aber-2016","FW",0.78694038027681,0.762672186878165,TRUE
"Mb-539_1","Aber-2016","FW",0.131716237384728,0.763128056685672,TRUE
"Mb-585_1","Aber-2016","FW",2.17581483652256,1.26621080442008,TRUE
"Mb-70","Aber-2016","FW",0.159199743633871,1.26616309476192,TRUE
"Mb-74","Aber-2016","FW",0.504284244490807,0.761891828039321,TRUE
"Mb-851_1","Aber-2016","FW",0.417945429423811,1.26551328623022,TRUE
"Mb-86","Aber-2016","FW",2.91379232562305,0.914472283505405,TRUE
"Mb-893_11","Aber-2016","FW",7.46546253984883,0.914877710153272,TRUE
"Mb-9","Aber-2016","FW",0.902231012033818,0.761403241198052,TRUE
"Mb-910_11","Aber-2016","FW",6.50346257765313,0.914877709620262,TRUE
"Mb-914_13","Aber-2016","FW",1.03234019412197,0.912840283941012,TRUE
"Mb-928_18","Aber-2016","FW",3.49332754934675,0.760637379004695,TRUE
"Mb-930","Aber-2016","FW",3.29025722788387,0.913367500126124,TRUE
"Mb-931_12","Aber-2016","FW",3.53706014807076,0.914984982638003,TRUE
"Mb-933_11","Aber-2016","FW",5.32300571514604,0.913075975406502,TRUE
"Mb-935_13","Aber-2016","FW",2.90691463564422,0.913741827773936,TRUE
"Mb-960_20","Aber-2016","FW",2.70303550201571,1.26874438670139,TRUE
"Mb-974_19","Aber-2016","FW",3.58665746056886,0.761882527126265,TRUE
"Mb-99","Aber-2016","FW",2.08172792590572,0.914722755845036,TRUE
"Mb-104","Aber-2016","FW",2.24495323461364,0.761995151161928,TRUE
"Mb-1086_54","Aber-2016","FW",7.88080708858292,0.761424656994436,TRUE
"Mb-1130_51","Aber-2016","FW",4.83131247192759,0.770271103809476,TRUE
"Mb-1132_52","Aber-2016","FW",1.42309655770694,0.76149565069208,TRUE
"Mb-147","Aber-2016","FW",1.63046145891236,0.767575114925533,TRUE
"Mb-148","Aber-2016","FW",3.55614717850246,0.761656478502821,TRUE
"Mb-1485_42","Aber-2016","FW",6.13700508570421,0.761686012495494,TRUE
"Mb-1486_1","Aber-2016","FW",5.05207063908094,0.761994372145101,TRUE
"Mb-149","Aber-2016","FW",3.63704545816655,0.677948185221333,TRUE
"Mb-188","Aber-2016","FW",7.08261358739872,0.915183025448468,TRUE
"Mb-307","Aber-2016","FW",7.09550648726076,0.914530736644052,TRUE
"Mb-308","Aber-2016","FW",1.18292976390423,0.770450729139228,TRUE
"Mb-309","Aber-2016","FW",2.4181138883526,0.768400002336494,TRUE
"Mb-310","Aber-2016","FW",3.70296027089983,0.91363906427806,TRUE
"Mb-72","Aber-2016","FW",1.65032505369842,0.770221266129314,TRUE
"Mx-1548_12","Aber-2016","FW",1.01966598569619,0.913075393106756,TRUE
"Mx-1915_12","Aber-2016","FW",1.75088462199297,0.768658752719115,TRUE
"Mx-1932_13","Aber-2016","FW",3.39179131419219,0.761775711570816,TRUE
"Mx-1933_11","Aber-2016","FW",1.81053327072907,0.761660709051381,TRUE
"Mx-1956_15","Aber-2016","FW",2.71631563862891,0.762225282719464,TRUE
"Mx-2446_1","Aber-2016","FW",5.51076099512335,0.914630866464376,TRUE
"Mx-437_90","Aber-2016","FW",3.48580483783117,0.761402658901176,TRUE
"Mb-1040_17","Aber-2016","MC",28.1842346415391,5.65901315689722,TRUE
"Mb-1043_32","Aber-2016","MC",21.5152341965602,4.41448496785226,TRUE
"Mb-1044_50","Aber-2016","MC",15.4548375446392,5.56176790018152,TRUE
"Mb-1056_31","Aber-2016","MC",18.5889678607567,3.38269879114734,TRUE
"Mb-1067_18","Aber-2016","MC",42.8119451961738,4.05977212841554,TRUE
"Mb-1155_33","Aber-2016","MC",32.1930130142208,4.18078867233658,TRUE
"Mb-1162_20","Aber-2016","MC",18.1040432214711,4.04669362158668,TRUE
"Mb-1261_15","Aber-2016","MC",19.9780817094954,5.7571053017528,TRUE
"Mb-1353_14","Aber-2016","MC",19.4348855960732,4.03750100453264,TRUE
"Mb-140","Aber-2016","MC",24.9706353347747,4.05059518459263,TRUE
"Mb-142","Aber-2016","MC",16.9496053616779,3.39998866433073,TRUE
"Mb-144","Aber-2016","MC",25.6527935509211,5.56118891730251,TRUE
"Mb-146","Aber-2016","MC",28.9809411581991,3.42828826237359,TRUE
"Mb-166","Aber-2016","MC",39.8858675549505,4.08639431419444,TRUE
"Mb-177","Aber-2016","MC",20.2575802394,3.47720966412555,TRUE
"Mb-226","Aber-2016","MC",25.0245514743468,5.70002752568584,TRUE
"Mb-272","Aber-2016","MC",19.1670595832495,5.7790072589016,TRUE
"Mb-297","Aber-2016","MC",19.716549971616,4.09988219851845,TRUE
"Mb-383_1","Aber-2016","MC",29.0719284272806,3.50497605655487,TRUE
"Mb-391","Aber-2016","MC",26.0850640634397,3.49888196460162,TRUE
"Mb-393_1","Aber-2016","MC",22.2574931046526,4.00777044792743,TRUE
"Mb-397","Aber-2016","MC",27.7164884470859,4.07756653497756,TRUE
"Mb-411","Aber-2016","MC",25.0791117643301,4.02474650277683,TRUE
"Mb-416","Aber-2016","MC",25.2483518182067,4.17589010852105,TRUE
"Mb-425_1","Aber-2016","MC",28.1508902207311,4.07126627710244,TRUE
"Mb-427_1","Aber-2016","MC",21.4156992960629,4.05316309797977,TRUE
"Mb-431_1","Aber-2016","MC",23.4960314804971,4.09336243327536,TRUE
"Mb-485_1","Aber-2016","MC",26.8106771870332,3.50846010031393,TRUE
"Mb-486","Aber-2016","MC",20.956262525308,5.54047340149014,TRUE
"Mb-488_15","Aber-2016","MC",23.9941037996421,4.33561498366553,TRUE
"Mb-490_10","Aber-2016","MC",24.6527925021796,5.56118893598689,TRUE
"Mb-494_1","Aber-2016","MC",21.9544767641063,5.59500335652711,TRUE
"Mb-498_1","Aber-2016","MC",49.4017954071362,3.39893947947761,TRUE
"Mb-502_1","Aber-2016","MC",36.7362968311452,3.39522638843646,TRUE
"Mb-505_1","Aber-2016","MC",29.050822508833,3.41295504042059,TRUE
"Mb-508","Aber-2016","MC",26.8942007374081,5.6489756984387,TRUE
"Mb-628_1","Aber-2016","MC",28.6804838311484,3.50010126518031,TRUE
"Mb-76","Aber-2016","MC",31.1616292709254,4.14042720890066,TRUE
"Mb-770_18","Aber-2016","MC",19.4257595343492,4.06139897124089,TRUE
"Mb-779_14","Aber-2016","MC",24.9090007331834,3.48078270963907,TRUE
"Mb-787_13","Aber-2016","MC",25.9258103354308,4.09427214482564,TRUE
"Mb-810_11","Aber-2016","MC",23.3067815956065,4.01873280066149,TRUE
"Mb-819_19","Aber-2016","MC",18.9921106101369,3.39378727004937,TRUE
"Mb-884_1","Aber-2016","MC",19.9811613743337,3.49773144922644,TRUE
"Mb-913_17","Aber-2016","MC",21.8932240111651,3.55438969245875,TRUE
"Mb-94","Aber-2016","MC",26.2066627736907,4.06120421008005,TRUE
"Mb-956_19","Aber-2016","MC",21.1162143036601,4.0896216088865,TRUE
"Mb-958_19","Aber-2016","MC",21.1110452502673,5.55273129978846,TRUE
"Mb-961_16","Aber-2016","MC",17.5439848924781,4.04735392101482,TRUE
"Mb-965_15","Aber-2016","MC",24.7082891770449,4.04020608503074,TRUE
"Mb-969_18","Aber-2016","MC",23.9562628312354,5.54047335040352,TRUE
"Mx-2470_5","Aber-2016","MC",20.9460316383064,4.0933623816523,TRUE
"Mb-102","Aber-2016","MC",33.86299025656,3.40726491067998,TRUE
"Mb-109","Aber-2016","MC",32.967634889885,4.04274095042853,TRUE
"Mb-110","Aber-2016","MC",48.3173791979436,3.49034200001709,TRUE
"Mb-111","Aber-2016","MC",30.1907872683796,3.48609766955987,TRUE
"Mb-113","Aber-2016","MC",25.3581559932801,4.10586589812071,TRUE
"Mb-1139_19","Aber-2016","MC",43.5804834386925,3.50010127309791,TRUE
"Mb-1147_12","Aber-2016","MC",25.2834031310644,3.55248847116658,TRUE
"Mb-115","Aber-2016","MC",25.1845106798182,4.10518847096384,TRUE
"Mb-1153_20","Aber-2016","MC",47.9766704707654,4.0472188525414,TRUE
"Mb-1156_13","Aber-2016","MC",48.880379212322,3.43338153091828,TRUE
"Mb-1182_16","Aber-2016","MC",49.0913038617742,5.6617599545576,TRUE
"Mb-1205_12","Aber-2016","MC",34.4802849812744,3.38184271332713,TRUE
"Mb-1231_18","Aber-2016","MC",41.8582886573212,4.04020608562077,TRUE
"Mb-1238_1","Aber-2016","MC",28.4858814416241,3.4874051097888,TRUE
"Mb-14","Aber-2016","MC",27.2623860728892,4.2225273189592,TRUE
"Mb-167","Aber-2016","MC",41.3295635770354,3.40133094857307,TRUE
"Mb-2","Aber-2016","MC",26.0867027182229,4.03454955615627,TRUE
"Mb-221","Aber-2016","MC",30.3185679552549,5.56998918695689,TRUE
"Mb-229","Aber-2016","MC",28.8300924996267,3.48788688183236,TRUE
"Mb-255","Aber-2016","MC",22.8184019897505,4.08042058581706,TRUE
"Mb-3","Aber-2016","MC",34.3957407432666,3.51371425116305,TRUE
"Mb-306","Aber-2016","MC",25.1851458259881,3.45893114658747,TRUE
"Mb-31","Aber-2016","MC",29.0448891276012,4.06722767457809,TRUE
"Mb-35","Aber-2016","MC",24.2503643166976,4.17054202979372,TRUE
"Mb-37","Aber-2016","MC",42.8563005032851,5.57943334670406,TRUE
"Mb-434_1","Aber-2016","MC",20.6960302909103,4.09336242747426,TRUE
"Mb-526_13","Aber-2016","MC",19.4066000824982,4.03076781429778,TRUE
"Mb-527_1","Aber-2016","MC",19.2257045013711,4.06933224396235,TRUE
"Mb-533_1","Aber-2016","MC",30.6899701898848,3.48326272051273,TRUE
"Mb-539_1","Aber-2016","MC",24.7624075632481,3.5137142337983,TRUE
"Mb-585_1","Aber-2016","MC",19.9032872696991,5.63737558136129,TRUE
"Mb-70","Aber-2016","MC",41.8329096001673,5.65300538001288,TRUE
"Mb-74","Aber-2016","MC",27.1027459890476,3.41518239595569,TRUE
"Mb-851_1","Aber-2016","MC",65.6880670444774,5.65901254887557,TRUE
"Mb-86","Aber-2016","MC",30.2797933616466,4.07684634107356,TRUE
"Mb-893_11","Aber-2016","MC",47.2404111189091,4.11140911215253,TRUE
"Mb-9","Aber-2016","MC",20.4460419430312,3.39143186459028,TRUE
"Mb-910_11","Aber-2016","MC",43.3904116825334,4.11140908329143,TRUE
"Mb-914_13","Aber-2016","MC",43.5894279309942,4.02735962038367,TRUE
"Mb-928_18","Aber-2016","MC",35.0237625887776,3.36510532813004,TRUE
"Mb-930","Aber-2016","MC",43.7158178637442,4.03592034624728,TRUE
"Mb-931_12","Aber-2016","MC",29.0441890363077,4.10197056064857,TRUE
"Mb-933_11","Aber-2016","MC",35.8686116648664,4.04662194698463,TRUE
"Mb-935_13","Aber-2016","MC",24.809780197417,4.04868316554395,TRUE
"Mb-960_20","Aber-2016","MC",46.0079435238062,5.73102703744653,TRUE
"Mb-974_19","Aber-2016","MC",33.96545980495,3.41599185869481,TRUE
"Mb-99","Aber-2016","MC",27.78588268423,4.09525811633989,TRUE
"Mb-104","Aber-2016","MC",26.7009695786405,3.42025751578584,TRUE
"Mb-1086_54","Aber-2016","MC",37.1869602603974,3.39311206686806,TRUE
"Mb-1130_51","Aber-2016","MC",28.9254118874383,3.59482489329076,TRUE
"Mb-1132_52","Aber-2016","MC",20.041300730684,3.39818481522357,TRUE
"Mb-147","Aber-2016","MC",24.4675072101752,3.45012286865382,TRUE
"Mb-148","Aber-2016","MC",33.1244207765579,3.40148527565726,TRUE
"Mb-1485_42","Aber-2016","MC",31.0783412145561,3.40808900517681,TRUE
"Mb-1486_1","Aber-2016","MC",28.8563706360704,3.42475422463477,TRUE
"Mb-149","Aber-2016","MC",26.9443779869339,3.05835496766922,TRUE
"Mb-188","Aber-2016","MC",29.1341136307625,4.1076126051364,TRUE
"Mb-307","Aber-2016","MC",28.5120012309918,4.0834770942005,TRUE
"Mb-308","Aber-2016","MC",38.3193534348579,3.61390269842276,TRUE
"Mb-309","Aber-2016","MC",29.5596102345633,3.47913415313044,TRUE
"Mb-310","Aber-2016","MC",33.0295567854466,4.0579745876743,TRUE
"Mb-72","Aber-2016","MC",42.6241462129688,3.5745602200146,TRUE
"Mx-1548_12","Aber-2016","MC",21.1499833636359,4.03566320795635,TRUE
"Mx-1915_12","Aber-2016","MC",23.5957565500147,3.49360419641444,TRUE
"Mx-1932_13","Aber-2016","MC",24.7296569095757,3.4072649276216,TRUE
"Mx-1933_11","Aber-2016","MC",27.2757252217187,3.40744657397365,TRUE
"Mx-1956_15","Aber-2016","MC",24.3920990354137,3.43680208673469,TRUE
"Mx-2446_1","Aber-2016","MC",45.9054328402761,4.07840562076896,TRUE
"Mx-437_90","Aber-2016","MC",22.0901363100093,3.38991524476915,TRUE
"Mb-1037_52","Brau-2014","DM",0.277533249999998,0.0578615119736204,TRUE
"Mb-1040_17","Brau-2014","DM",0.18055295,0.0807565117382862,TRUE
"Mb-1043_32","Brau-2014","DM",0.183277745102477,0.113615223340224,TRUE
"Mb-1044_50","Brau-2014","DM",0.261619418299174,0.0664095504490769,TRUE
"Mb-1056_31","Brau-2014","DM",0.230271499999999,0.0807565117382862,TRUE
"Mb-1067_18","Brau-2014","DM",0.19456,0.0807565117382862,TRUE
"Mb-1155_33","Brau-2014","DM",0.0472864451024766,0.113615223340224,TRUE
"Mb-1162_20","Brau-2014","DM",0.5305115,0.0807565117382862,TRUE
"Mb-1261_15","Brau-2014","DM",0.416321499999999,0.0807565117382862,TRUE
"Mb-1353_14","Brau-2014","DM",0.28754625,0.0578615119736204,TRUE
"Mb-140","Brau-2014","DM",0.417542,0.0807565117382862,TRUE
"Mb-142","Brau-2014","DM",0.2962575,0.0807565117382862,TRUE
"Mb-144","Brau-2014","DM",0.310790499999999,0.0807565117382862,TRUE
"Mb-146","Brau-2014","DM",0.2881255,0.0807565117382862,TRUE
"Mb-166","Brau-2014","DM",0.121476599999999,0.0807565117382862,TRUE
"Mb-177","Brau-2014","DM",0.319826499999999,0.0807565117382862,TRUE
"Mb-226","Brau-2014","DM",0.613331999999999,0.0807565117382862,TRUE
"Mb-272","Brau-2014","DM",0.103776399999999,0.0807565117382862,TRUE
"Mb-297","Brau-2014","DM",0.100282899999999,0.0807565117382862,TRUE
"Mb-353","Brau-2014","DM",0.394237499999999,0.0807565117382862,TRUE
"Mb-383_1","Brau-2014","DM",0.638183,0.0807565117382862,TRUE
"Mb-391","Brau-2014","DM",0.241856,0.0807565117382862,TRUE
"Mb-393_1","Brau-2014","DM",0.224254499999999,0.0807565117382862,TRUE
"Mb-397","Brau-2014","DM",0.208077999999999,0.0807565117382862,TRUE
"Mb-399","Brau-2014","DM",0.424187745102477,0.113615223340224,TRUE
"Mb-401","Brau-2014","DM",0.140341999999999,0.0807565117382862,TRUE
"Mb-411","Brau-2014","DM",0.191501999999999,0.0807565117382862,TRUE
"Mb-416","Brau-2014","DM",0.280094254897522,0.113615223340224,TRUE
"Mb-425_1","Brau-2014","DM",0.155936799999999,0.0807565117382862,TRUE
"Mb-427_1","Brau-2014","DM",0.115360745102476,0.113615223340224,TRUE
"Mb-431_1","Brau-2014","DM",0.115197499999999,0.0807565117382862,TRUE
"Mb-485_1","Brau-2014","DM",0.405573499999999,0.0807565117382862,TRUE
"Mb-486","Brau-2014","DM",0.381443499999999,0.0807565117382862,TRUE
"Mb-488_15","Brau-2014","DM",0.228329999999999,0.0807565117382862,TRUE
"Mb-490_10","Brau-2014","DM",0.412788999999999,0.0578615119736204,TRUE
"Mb-494_1","Brau-2014","DM",0.186693499999999,0.0807565117382862,TRUE
"Mb-498_1","Brau-2014","DM",0.0161856999999994,0.0807565117382862,TRUE
"Mb-502_1","Brau-2014","DM",0.940503999999999,0.0807565117382862,TRUE
"Mb-505_1","Brau-2014","DM",0.369332999999999,0.0807565117382862,TRUE
"Mb-508","Brau-2014","DM",0.198277745102477,0.113615223340224,TRUE
"Mb-628_1","Brau-2014","DM",0.158735649999999,0.0807565117382862,TRUE
"Mb-76","Brau-2014","DM",0.2227085,0.0807565117382861,TRUE
"Mb-770_18","Brau-2014","DM",0.1747255,0.0807565117382861,TRUE
"Mb-779_14","Brau-2014","DM",0.1882815,0.0807565117382861,TRUE
"Mb-787_13","Brau-2014","DM",0.386743499999999,0.0807565117382861,TRUE
"Mb-810_11","Brau-2014","DM",0.318163,0.0807565117382862,TRUE
"Mb-819_19","Brau-2014","DM",0.2547205,0.0578615119736204,TRUE
"Mb-884_1","Brau-2014","DM",0.196590999999999,0.0807565117382862,TRUE
"Mb-913_17","Brau-2014","DM",0.207399999999999,0.0807565117382861,TRUE
"Mb-94","Brau-2014","DM",0.0171672499999994,0.0807565117382861,TRUE
"Mb-956_19","Brau-2014","DM",0.343934999999999,0.0578615119736204,TRUE
"Mb-958_19","Brau-2014","DM",0.533434999999999,0.0807565117382861,TRUE
"Mb-961_16","Brau-2014","DM",0.199366199999999,0.0807565117382861,TRUE
"Mb-965_15","Brau-2014","DM",0.278720499999999,0.0807565117382861,TRUE
"Mb-969_18","Brau-2014","DM",0.399029499999999,0.0807565117382861,TRUE
"Mx-2470_5","Brau-2014","DM",0.422242499999999,0.0807565117382861,TRUE
"Mb-102","Brau-2014","DM",0.0364835700000011,0.0807565117382856,TRUE
"Mb-109","Brau-2014","DM",0.0874548999999993,0.0807565117382862,TRUE
"Mb-110","Brau-2014","DM",0.244924999999999,0.0807565117382862,TRUE
"Mb-111","Brau-2014","DM",0.103134049999999,0.0807565117382862,TRUE
"Mb-113","Brau-2014","DM",0.0944894999999993,0.0807565117382862,TRUE
"Mb-1147_12","Brau-2014","DM",0.175725999999999,0.0578615119736204,TRUE
"Mb-115","Brau-2014","DM",0.0589003999999993,0.0807565117382862,TRUE
"Mb-1153_20","Brau-2014","DM",0.221742999999999,0.0578615119736205,TRUE
"Mb-1156_13","Brau-2014","DM",0.0773539499999993,0.0807565117382862,TRUE
"Mb-1182_16","Brau-2014","DM",0.183888999999999,0.0807565117382862,TRUE
"Mb-1205_12","Brau-2014","DM",0.200282999999999,0.0807565117382862,TRUE
"Mb-1231_18","Brau-2014","DM",0.178766499999999,0.0807565117382862,TRUE
"Mb-1238_1","Brau-2014","DM",0.0254438099999994,0.0807565117382862,TRUE
"Mb-14","Brau-2014","DM",0.215969499999999,0.0807565117382862,TRUE
"Mb-167","Brau-2014","DM",0.230350499999999,0.0807565117382862,TRUE
"Mb-2","Brau-2014","DM",0.162919499999999,0.0807565117382862,TRUE
"Mb-221","Brau-2014","DM",0.0751602999999994,0.0807565117382862,TRUE
"Mb-229","Brau-2014","DM",0.0631475499999994,0.0807565117382861,TRUE
"Mb-255","Brau-2014","DM",0.0627872451024764,0.113615223340224,TRUE
"Mb-3","Brau-2014","DM",0.0388928548975223,0.113615223340224,TRUE
"Mb-306","Brau-2014","DM",0.356594999999999,0.0807565117382862,TRUE
"Mb-31","Brau-2014","DM",0.134380499999999,0.0807565117382861,TRUE
"Mb-35","Brau-2014","DM",0.115673499999999,0.0807565117382861,TRUE
"Mb-37","Brau-2014","DM",0.245857849999999,0.0807565117382862,TRUE
"Mb-434_1","Brau-2014","DM",0.128280699999999,0.0807565117382862,TRUE
"Mb-526_13","Brau-2014","DM",0.0941725499999994,0.0807565117382862,TRUE
"Mb-527_1","Brau-2014","DM",0.161808849999999,0.0807565117382862,TRUE
"Mb-533_1","Brau-2014","DM",0.0720157999999994,0.0807565117382862,TRUE
"Mb-539_1","Brau-2014","DM",0.0135238099999993,0.0807565117382862,TRUE
"Mb-585_1","Brau-2014","DM",0.0181189548975223,0.113615223340224,TRUE
"Mb-70","Brau-2014","DM",0.0999144999999994,0.0807565117382862,TRUE
"Mb-74","Brau-2014","DM",0.0474468999999994,0.0807565117382862,TRUE
"Mb-851_1","Brau-2014","DM",0.0870777548975224,0.113615223340224,TRUE
"Mb-86","Brau-2014","DM",0.0628622999999994,0.0807565117382862,TRUE
"Mb-893_11","Brau-2014","DM",0.101976999999999,0.0807565117382862,TRUE
"Mb-9","Brau-2014","DM",0.0821655999999994,0.0807565117382862,TRUE
"Mb-910_11","Brau-2014","DM",0.312504499999999,0.0807565117382862,TRUE
"Mb-914_13","Brau-2014","DM",0.151559499999999,0.0807565117382862,TRUE
"Mb-928_18","Brau-2014","DM",0.202729254897522,0.113615223340224,TRUE
"Mb-930","Brau-2014","DM",0.122869199999999,0.0807565117382862,TRUE
"Mb-931_12","Brau-2014","DM",0.118508515034158,0.0664095504490769,TRUE
"Mb-933_11","Brau-2014","DM",0.0872535499999994,0.0807565117382861,TRUE
"Mb-935_13","Brau-2014","DM",0.24625448496584,0.0664095504490769,TRUE
"Mb-960_20","Brau-2014","DM",0.16044228496584,0.0664095504490769,TRUE
"Mb-974_19","Brau-2014","DM",0.161983999999999,0.0807565117382862,TRUE
"Mb-99","Brau-2014","DM",0.294450999999999,0.0379968261268742,TRUE
"Mb-104","Brau-2014","DM",0.186744500000003,0.0807565117382859,TRUE
"Mb-1086_54","Brau-2014","DM",0.833011499999999,0.0807565117382861,TRUE
"Mb-1130_51","Brau-2014","DM",0.208980999999999,0.0807565117382861,TRUE
"Mb-1132_52","Brau-2014","DM",0.382418499999999,0.0807565117382861,TRUE
"Mb-147","Brau-2014","DM",0.451086999999999,0.0807565117382861,TRUE
"Mb-148","Brau-2014","DM",0.589705999999999,0.0807565117382861,TRUE
"Mb-1485_42","Brau-2014","DM",0.576387999999999,0.0807565117382861,TRUE
"Mb-1486_1","Brau-2014","DM",0.992141999999999,0.0807565117382861,TRUE
"Mb-149","Brau-2014","DM",0.464191499999999,0.0807565117382861,TRUE
"Mb-188","Brau-2014","DM",0.463941999999999,0.0807565117382861,TRUE
"Mb-307","Brau-2014","DM",1.40705,0.0807565117382861,TRUE
"Mb-308","Brau-2014","DM",0.467011254897522,0.113615223340224,TRUE
"Mb-309","Brau-2014","DM",0.489122999999999,0.0807565117382861,TRUE
"Mb-310","Brau-2014","DM",0.25684415,0.0807565117382861,TRUE
"Mb-72","Brau-2014","DM",0.0678576999999995,0.0807565117382861,TRUE
"Mx-1548_12","Brau-2014","DM",0.531144499999999,0.0807565117382861,TRUE
"Mx-1915_12","Brau-2014","DM",0.3738085,0.0807565117382861,TRUE
"Mx-1932_13","Brau-2014","DM",0.68375,0.0807565117382861,TRUE
"Mx-1933_11","Brau-2014","DM",0.739240499999999,0.0807565117382861,TRUE
"Mx-1956_15","Brau-2014","DM",0.489079,0.0807565117382861,TRUE
"Mx-2446_1","Brau-2014","DM",0.5130395,0.0807565117382861,TRUE
"Mx-437_90","Brau-2014","DM",0.6538605,0.0807565117382861,TRUE
"Mb-1037_52","Brau-2014","FW",0.322500000000025,0.07211240025631,TRUE
"Mb-1040_17","Brau-2014","FW",0.220000000000001,0.100686241606236,TRUE
"Mb-1043_32","Brau-2014","FW",0.214201859713538,0.141681846678593,TRUE
"Mb-1044_50","Brau-2014","FW",0.298599380095489,0.0827817289583918,TRUE
"Mb-1056_31","Brau-2014","FW",0.255000000000001,0.100686241606236,TRUE
"Mb-1067_18","Brau-2014","FW",0.250000000000001,0.100686241606236,TRUE
"Mb-1155_33","Brau-2014","FW",0.0542018597135378,0.141681846678593,TRUE
"Mb-1162_20","Brau-2014","FW",0.595000000000001,0.100686241606236,TRUE
"Mb-1261_15","Brau-2014","FW",0.475000000000001,0.100686241606236,TRUE
"Mb-1353_14","Brau-2014","FW",0.337500000000001,0.0721124002563096,TRUE
"Mb-140","Brau-2014","FW",0.465000000000001,0.100686241606236,TRUE
"Mb-142","Brau-2014","FW",0.355000000000001,0.100686241606236,TRUE
"Mb-144","Brau-2014","FW",0.455000000000001,0.100686241606236,TRUE
"Mb-146","Brau-2014","FW",0.355000000000001,0.100686241606236,TRUE
"Mb-166","Brau-2014","FW",0.170000000000001,0.100686241606236,TRUE
"Mb-177","Brau-2014","FW",0.385000000000001,0.100686241606236,TRUE
"Mb-226","Brau-2014","FW",0.715000000000001,0.100686241606236,TRUE
"Mb-272","Brau-2014","FW",0.130000000000001,0.100686241606236,TRUE
"Mb-297","Brau-2014","FW",0.120000000000001,0.100686241606236,TRUE
"Mb-353","Brau-2014","FW",0.485000000000001,0.100686241606236,TRUE
"Mb-383_1","Brau-2014","FW",0.740000000000001,0.100686241606236,TRUE
"Mb-391","Brau-2014","FW",0.320000000000001,0.100686241606236,TRUE
"Mb-393_1","Brau-2014","FW",0.250000000000001,0.100686241606236,TRUE
"Mb-397","Brau-2014","FW",0.260000000000001,0.100686241606236,TRUE
"Mb-399","Brau-2014","FW",0.474201859713538,0.141681846678592,TRUE
"Mb-401","Brau-2014","FW",0.175000000000001,0.100686241606236,TRUE
"Mb-411","Brau-2014","FW",0.235000000000001,0.100686241606236,TRUE
"Mb-416","Brau-2014","FW",0.325798140286464,0.141681846678593,TRUE
"Mb-425_1","Brau-2014","FW",0.180000000000001,0.100686241606236,TRUE
"Mb-427_1","Brau-2014","FW",0.134201859713538,0.141681846678593,TRUE
"Mb-431_1","Brau-2014","FW",0.140000000000001,0.100686241606236,TRUE
"Mb-485_1","Brau-2014","FW",0.485000000000001,0.100686241606236,TRUE
"Mb-486","Brau-2014","FW",0.455000000000001,0.100686241606236,TRUE
"Mb-488_15","Brau-2014","FW",0.265000000000001,0.100686241606236,TRUE
"Mb-490_10","Brau-2014","FW",0.480000000000001,0.0721124002563096,TRUE
"Mb-494_1","Brau-2014","FW",0.235000000000001,0.100686241606236,TRUE
"Mb-498_1","Brau-2014","FW",0.0190000000000011,0.100686241606236,TRUE
"Mb-502_1","Brau-2014","FW",1.06,0.100686241606236,TRUE
"Mb-505_1","Brau-2014","FW",0.420000000000001,0.100686241606236,TRUE
"Mb-508","Brau-2014","FW",0.224201859713538,0.141681846678593,TRUE
"Mb-628_1","Brau-2014","FW",0.185000000000001,0.100686241606236,TRUE
"Mb-76","Brau-2014","FW",0.265000000000001,0.100686241606236,TRUE
