"Genotype","Environment","trait","BLUE","SE","converged"
"Mb-505_1","Brau-2015","FW",2.76,0.506115478600793,TRUE
"Mb-508","Brau-2015","FW",1.04519279644378,0.707983213881067,TRUE
"Mb-628_1","Brau-2015","FW",2.23,0.506115478600793,TRUE
"Mb-76","Brau-2015","FW",1.95,0.506115478600793,TRUE
"Mb-770_18","Brau-2015","FW",3.87,0.506115478600793,TRUE
"Mb-779_14","Brau-2015","FW",4.67,0.506115478600793,TRUE
"Mb-787_13","Brau-2015","FW",2.37,0.506115478600793,TRUE
"Mb-810_11","Brau-2015","FW",2.78,0.506115478600793,TRUE
"Mb-819_19","Brau-2015","FW",1.67,0.366631893822733,TRUE
"Mb-884_1","Brau-2015","FW",2.5,0.506115478600793,TRUE
"Mb-913_17","Brau-2015","FW",1.71,0.506115478600793,TRUE
"Mb-94","Brau-2015","FW",1.18,0.506115478600793,TRUE
"Mb-956_19","Brau-2015","FW",2.42,0.366631893822733,TRUE
"Mb-958_19","Brau-2015","FW",2.73,0.506115478600793,TRUE
"Mb-961_16","Brau-2015","FW",2.51,0.506115478600793,TRUE
"Mb-965_15","Brau-2015","FW",4.49,0.506115478600793,TRUE
"Mb-969_18","Brau-2015","FW",2.93,0.506115478600793,TRUE
"Mx-2470_5","Brau-2015","FW",2.84,0.506115478600793,TRUE
"Mb-102","Brau-2015","FW",2.81000000000004,0.506115478600789,TRUE
"Mb-109","Brau-2015","FW",1.84,0.506115478600794,TRUE
"Mb-110","Brau-2015","FW",5.09,0.506115478600794,TRUE
"Mb-111","Brau-2015","FW",1.9,0.506115478600794,TRUE
"Mb-113","Brau-2015","FW",1.85,0.506115478600794,TRUE
"Mb-1147_12","Brau-2015","FW",2.04,0.366631893822733,TRUE
"Mb-115","Brau-2015","FW",1.45,0.506115478600794,TRUE
"Mb-1153_20","Brau-2015","FW",5.385,0.366631893822733,TRUE
"Mb-1156_13","Brau-2015","FW",4.69,0.506115478600794,TRUE
"Mb-1182_16","Brau-2015","FW",4.19,0.506115478600794,TRUE
"Mb-1205_12","Brau-2015","FW",3.65,0.506115478600794,TRUE
"Mb-1231_18","Brau-2015","FW",5.85,0.506115478600794,TRUE
"Mb-1238_1","Brau-2015","FW",1.07,0.506115478600794,TRUE
"Mb-14","Brau-2015","FW",4.01,0.506115478600794,TRUE
"Mb-167","Brau-2015","FW",2.99,0.506115478600794,TRUE
"Mb-2","Brau-2015","FW",2.13,0.506115478600794,TRUE
"Mb-221","Brau-2015","FW",0.89,0.506115478600794,TRUE
"Mb-229","Brau-2015","FW",1.25,0.506115478600794,TRUE
"Mb-255","Brau-2015","FW",1.74519279644378,0.707983213881068,TRUE
"Mb-3","Brau-2015","FW",2.89480720355622,0.707983213881068,TRUE
"Mb-306","Brau-2015","FW",1.88,0.506115478600794,TRUE
"Mb-31","Brau-2015","FW",1.74,0.506115478600794,TRUE
"Mb-35","Brau-2015","FW",1.71,0.506115478600794,TRUE
"Mb-37","Brau-2015","FW",5.33,0.506115478600794,TRUE
"Mb-434_1","Brau-2015","FW",2.03,0.506115478600794,TRUE
"Mb-526_13","Brau-2015","FW",1.68,0.506115478600794,TRUE
"Mb-527_1","Brau-2015","FW",2.51,0.506115478600794,TRUE
"Mb-533_1","Brau-2015","FW",1.46,0.506115478600794,TRUE
"Mb-539_1","Brau-2015","FW",0.630000000000002,0.506115478600794,TRUE
"Mb-585_1","Brau-2015","FW",3.69480720355622,0.707983213881068,TRUE
"Mb-70","Brau-2015","FW",3.21,0.506115478600794,TRUE
"Mb-74","Brau-2015","FW",2.59,0.506115478600794,TRUE
"Mb-851_1","Brau-2015","FW",1.93480720355622,0.707983213881068,TRUE
"Mb-86","Brau-2015","FW",3.29,0.506115478600794,TRUE
"Mb-893_11","Brau-2015","FW",2.56,0.506115478600794,TRUE
"Mb-9","Brau-2015","FW",1.98,0.506115478600794,TRUE
"Mb-910_11","Brau-2015","FW",3.94,0.506115478600794,TRUE
"Mb-914_13","Brau-2015","FW",3.29,0.506115478600794,TRUE
"Mb-928_18","Brau-2015","FW",5.57480720355622,0.707983213881068,TRUE
"Mb-930","Brau-2015","FW",3.22,0.506115478600794,TRUE
"Mb-931_12","Brau-2015","FW",3.38,0.506115478600794,TRUE
"Mb-933_11","Brau-2015","FW",2.34,0.506115478600794,TRUE
"Mb-935_13","Brau-2015","FW",2.15160240118541,0.418541355408109,TRUE
"Mb-960_20","Brau-2015","FW",4.05,0.366631893822733,TRUE
"Mb-974_19","Brau-2015","FW",3.02,0.506115478600794,TRUE
"Mb-99","Brau-2015","FW",3.6330860573122,0.189409876744087,TRUE
"Mb-104","Brau-2015","FW",4.55000000000002,0.506115478600795,TRUE
"Mb-1086_54","Brau-2015","FW",7.21,0.506115478600793,TRUE
"Mb-1130_51","Brau-2015","FW",3.76,0.506115478600793,TRUE
"Mb-1132_52","Brau-2015","FW",1.97,0.506115478600793,TRUE
"Mb-147","Brau-2015","FW",3.39,0.506115478600793,TRUE
"Mb-148","Brau-2015","FW",3.5,0.506115478600793,TRUE
"Mb-1485_42","Brau-2015","FW",4.49,0.506115478600793,TRUE
"Mb-1486_1","Brau-2015","FW",4.47,0.506115478600793,TRUE
"Mb-149","Brau-2015","FW",4.49,0.506115478600793,TRUE
"Mb-188","Brau-2015","FW",5.81,0.506115478600793,TRUE
"Mb-307","Brau-2015","FW",6.94,0.506115478600793,TRUE
"Mb-308","Brau-2015","FW",6.21480720355622,0.707983213881068,TRUE
"Mb-309","Brau-2015","FW",6.77,0.506115478600793,TRUE
"Mb-310","Brau-2015","FW",3.83,0.506115478600793,TRUE
"Mb-72","Brau-2015","FW",3.01,0.506115478600793,TRUE
"Mx-1548_12","Brau-2015","FW",2.19,0.506115478600793,TRUE
"Mx-1915_12","Brau-2015","FW",2.31,0.506115478600793,TRUE
"Mx-1932_13","Brau-2015","FW",3.63,0.506115478600793,TRUE
"Mx-1933_11","Brau-2015","FW",3.33,0.506115478600793,TRUE
"Mx-1956_15","Brau-2015","FW",2.7,0.506115478600793,TRUE
"Mx-2446_1","Brau-2015","FW",3.6,0.506115478600793,TRUE
"Mx-437_90","Brau-2015","FW",4.46,0.506115478600793,TRUE
"Mb-1037_52","Brau-2015","MC",9.3367224999993,1.36338901542959,TRUE
"Mb-1040_17","Brau-2015","MC",14.0848,1.92102880797517,TRUE
"Mb-1043_32","Brau-2015","MC",10.3977,1.92102880797517,TRUE
"Mb-1044_50","Brau-2015","MC",9.87054995039403,1.57190987815808,TRUE
"Mb-1056_31","Brau-2015","MC",9.89528500000001,1.92102880797517,TRUE
"Mb-1067_18","Brau-2015","MC",19.8256,1.92102880797517,TRUE
"Mb-1155_33","Brau-2015","MC",17.8233401488179,2.71430822242168,TRUE
"Mb-1162_20","Brau-2015","MC",13.0853,1.92102880797517,TRUE
"Mb-1261_15","Brau-2015","MC",10.9272,1.92102880797517,TRUE
"Mb-1353_14","Brau-2015","MC",9.70919250000001,1.36338901542959,TRUE
"Mb-140","Brau-2015","MC",9.55018500000001,1.92102880797517,TRUE
"Mb-142","Brau-2015","MC",9.188155,1.92102880797517,TRUE
"Mb-144","Brau-2015","MC",9.390725,1.92102880797517,TRUE
"Mb-146","Brau-2015","MC",11.88825,1.92102880797517,TRUE
"Mb-166","Brau-2015","MC",23.08625,1.92102880797517,TRUE
"Mb-177","Brau-2015","MC",9.632355,1.92102880797517,TRUE
"Mb-226","Brau-2015","MC",10.595615,1.92102880797517,TRUE
"Mb-272","Brau-2015","MC",8.45622,1.92102880797517,TRUE
"Mb-297","Brau-2015","MC",8.64859,1.92102880797517,TRUE
"Mb-353","Brau-2015","MC",8.481745,1.92102880797517,TRUE
"Mb-383_1","Brau-2015","MC",17.0777,1.92102880797517,TRUE
"Mb-391","Brau-2015","MC",10.263365,1.92102880797517,TRUE
"Mb-393_1","Brau-2015","MC",21.784,1.92102880797517,TRUE
"Mb-397","Brau-2015","MC",15.20595,1.92102880797517,TRUE
"Mb-399","Brau-2015","MC",11.4049401488179,2.71430822242168,TRUE
"Mb-401","Brau-2015","MC",15.2345,1.92102880797517,TRUE
"Mb-411","Brau-2015","MC",20.02275,1.92102880797517,TRUE
"Mb-416","Brau-2015","MC",28.1887598511821,2.71430822242168,TRUE
"Mb-425_1","Brau-2015","MC",16.03155,1.92102880797517,TRUE
"Mb-427_1","Brau-2015","MC",11.4543401488179,2.71430822242168,TRUE
"Mb-431_1","Brau-2015","MC",11.5318,1.92102880797517,TRUE
"Mb-485_1","Brau-2015","MC",10.8398,1.92102880797517,TRUE
"Mb-486","Brau-2015","MC",11.7279,1.92102880797517,TRUE
"Mb-488_15","Brau-2015","MC",12.7707,1.92102880797517,TRUE
"Mb-490_10","Brau-2015","MC",10.9914,1.36338901542959,TRUE
"Mb-494_1","Brau-2015","MC",10.036585,1.92102880797517,TRUE
"Mb-498_1","Brau-2015","MC",20.5092,1.92102880797517,TRUE
"Mb-502_1","Brau-2015","MC",19.2738,1.92102880797517,TRUE
"Mb-505_1","Brau-2015","MC",15.20525,1.92102880797517,TRUE
"Mb-508","Brau-2015","MC",10.8797401488179,2.71430822242168,TRUE
"Mb-628_1","Brau-2015","MC",18.73155,1.92102880797517,TRUE
"Mb-76","Brau-2015","MC",12.47425,1.92102880797517,TRUE
"Mb-770_18","Brau-2015","MC",13.8954,1.92102880797517,TRUE
"Mb-779_14","Brau-2015","MC",17.6412,1.92102880797517,TRUE
"Mb-787_13","Brau-2015","MC",11.2261401488179,2.71430822242168,TRUE
"Mb-810_11","Brau-2015","MC",9.528695,1.92102880797517,TRUE
"Mb-819_19","Brau-2015","MC",9.27979,1.36338901542959,TRUE
"Mb-884_1","Brau-2015","MC",9.605815,1.92102880797517,TRUE
"Mb-913_17","Brau-2015","MC",11.1259,1.92102880797517,TRUE
"Mb-94","Brau-2015","MC",6.85746014881793,2.71430822242168,TRUE
"Mb-956_19","Brau-2015","MC",10.823175,1.36338901542959,TRUE
"Mb-958_19","Brau-2015","MC",11.45476,1.92102880797517,TRUE
"Mb-961_16","Brau-2015","MC",11.7668,1.92102880797517,TRUE
"Mb-965_15","Brau-2015","MC",11.5776,1.92102880797517,TRUE
"Mb-969_18","Brau-2015","MC",14.1828,1.92102880797517,TRUE
"Mx-2470_5","Brau-2015","MC",20.9511,1.92102880797517,TRUE
"Mb-102","Brau-2015","MC",14.9060999999999,1.92102880797517,TRUE
"Mb-109","Brau-2015","MC",23.81785,1.92102880797517,TRUE
"Mb-110","Brau-2015","MC",30.1646,1.92102880797517,TRUE
"Mb-111","Brau-2015","MC",11.6771,1.92102880797517,TRUE
"Mb-113","Brau-2015","MC",12.3122,1.92102880797517,TRUE
"Mb-1147_12","Brau-2015","MC",14.021425,1.36338901542959,TRUE
"Mb-115","Brau-2015","MC",6.58549499999999,1.92102880797517,TRUE
"Mb-1153_20","Brau-2015","MC",31.484175,1.36338901542959,TRUE
"Mb-1156_13","Brau-2015","MC",36.50585,1.92102880797517,TRUE
"Mb-1182_16","Brau-2015","MC",31.6518,1.92102880797517,TRUE
"Mb-1205_12","Brau-2015","MC",11.47645,1.92102880797517,TRUE
"Mb-1231_18","Brau-2015","MC",33.8446,1.92102880797517,TRUE
"Mb-1238_1","Brau-2015","MC",15.2115,1.92102880797517,TRUE
"Mb-14","Brau-2015","MC",12.98685,1.92102880797517,TRUE
"Mb-167","Brau-2015","MC",25.64465,1.92102880797517,TRUE
"Mb-2","Brau-2015","MC",18.56125,1.92102880797517,TRUE
"Mb-221","Brau-2015","MC",15.683,1.92102880797517,TRUE
"Mb-229","Brau-2015","MC",6.85746014881792,2.71430822242168,TRUE
"Mb-255","Brau-2015","MC",8.25948014881792,2.71430822242168,TRUE
"Mb-3","Brau-2015","MC",21.6172598511821,2.71430822242168,TRUE
"Mb-306","Brau-2015","MC",13.82905,1.92102880797517,TRUE
"Mb-31","Brau-2015","MC",11.5107,1.92102880797517,TRUE
"Mb-35","Brau-2015","MC",14.75645,1.92102880797517,TRUE
"Mb-37","Brau-2015","MC",29.95105,1.92102880797517,TRUE
"Mb-434_1","Brau-2015","MC",7.1332,1.92102880797517,TRUE
"Mb-526_13","Brau-2015","MC",9.88334,1.92102880797517,TRUE
"Mb-527_1","Brau-2015","MC",9.054115,1.92102880797517,TRUE
"Mb-533_1","Brau-2015","MC",11.51299,1.92102880797517,TRUE
"Mb-539_1","Brau-2015","MC",6.88108,1.92102880797517,TRUE
"Mb-585_1","Brau-2015","MC",16.2539598511821,2.71430822242168,TRUE
"Mb-70","Brau-2015","MC",31.24335,1.92102880797517,TRUE
"Mb-74","Brau-2015","MC",28.6075,1.92102880797517,TRUE
"Mb-851_1","Brau-2015","MC",35.687459851182,2.71430822242168,TRUE
"Mb-86","Brau-2015","MC",15.7274,1.92102880797517,TRUE
"Mb-893_11","Brau-2015","MC",28.94645,1.92102880797517,TRUE
"Mb-9","Brau-2015","MC",11.765625,1.92102880797517,TRUE
"Mb-910_11","Brau-2015","MC",25.3397,1.92102880797517,TRUE
"Mb-914_13","Brau-2015","MC",28.3123,1.92102880797517,TRUE
"Mb-928_18","Brau-2015","MC",32.309159851182,2.71430822242168,TRUE
"Mb-930","Brau-2015","MC",28.04765,1.92102880797517,TRUE
"Mb-931_12","Brau-2015","MC",21.2636401488179,2.71430822242168,TRUE
"Mb-933_11","Brau-2015","MC",26.85575,1.92102880797517,TRUE
"Mb-935_13","Brau-2015","MC",14.156819950394,1.57190987815808,TRUE
"Mb-960_20","Brau-2015","MC",31.9331,1.36338901542959,TRUE
"Mb-974_19","Brau-2015","MC",18.42205,1.92102880797517,TRUE
"Mb-99","Brau-2015","MC",16.6081838024372,0.613352095720461,TRUE
"Mb-104","Brau-2015","MC",19.6368,1.92102880797517,TRUE
"Mb-1086_54","Brau-2015","MC",16.81855,1.92102880797517,TRUE
"Mb-1130_51","Brau-2015","MC",16.4441,1.92102880797517,TRUE
"Mb-1132_52","Brau-2015","MC",9.70238,1.92102880797517,TRUE
"Mb-147","Brau-2015","MC",9.26131,1.92102880797517,TRUE
"Mb-148","Brau-2015","MC",10.7521,1.92102880797517,TRUE
"Mb-1485_42","Brau-2015","MC",15.91165,1.92102880797517,TRUE
"Mb-1486_1","Brau-2015","MC",15.69285,1.92102880797517,TRUE
"Mb-149","Brau-2015","MC",21.4849,1.92102880797517,TRUE
"Mb-188","Brau-2015","MC",18.64405,1.92102880797517,TRUE
"Mb-307","Brau-2015","MC",16.84905,1.92102880797517,TRUE
"Mb-308","Brau-2015","MC",25.8815598511821,2.71430822242168,TRUE
"Mb-309","Brau-2015","MC",24.85475,1.92102880797517,TRUE
"Mb-310","Brau-2015","MC",22.17175,1.92102880797517,TRUE
"Mb-72","Brau-2015","MC",20.04125,1.92102880797517,TRUE
"Mx-1548_12","Brau-2015","MC",13.14495,1.92102880797517,TRUE
"Mx-1915_12","Brau-2015","MC",8.28812014881793,2.71430822242168,TRUE
"Mx-1932_13","Brau-2015","MC",12.07285,1.92102880797517,TRUE
"Mx-1933_11","Brau-2015","MC",14.752,1.92102880797517,TRUE
"Mx-1956_15","Brau-2015","MC",15.0237,1.92102880797517,TRUE
"Mx-2446_1","Brau-2015","MC",24.68965,1.92102880797517,TRUE
"Mx-437_90","Brau-2015","MC",8.666705,1.92102880797517,TRUE
"Mb-140","Brau-2016","DM",3.33444500000005,0.512631272329704,TRUE
"Mb-142","Brau-2016","DM",3.019565,0.512631272329706,TRUE
"Mb-144","Brau-2016","DM",3.02616,0.512631272329706,TRUE
"Mb-146","Brau-2016","DM",2.846575,0.512631272329706,TRUE
"Mb-166","Brau-2016","DM",0.881076000000004,0.512631272329706,TRUE
"Mb-177","Brau-2016","DM",1.7503734395726,0.724731543870567,TRUE
"Mb-226","Brau-2016","DM",4.0599834395726,0.724731543870567,TRUE
"Mb-272","Brau-2016","DM",1.580195,0.512631272329706,TRUE
"Mb-297","Brau-2016","DM",1.93846,0.512631272329706,TRUE
"Mb-494_1","Brau-2016","DM",2.7452734395726,0.724731543870567,TRUE
"Mb-498_1","Brau-2016","DM",0.382264439572604,0.724731543870567,TRUE
"Mb-76","Brau-2016","DM",3.9648,0.512631272329706,TRUE
"Mb-94","Brau-2016","DM",1.77917,0.512631272329706,TRUE
"Mb-102","Brau-2016","DM",2.84924343957256,0.724731543870562,TRUE
"Mb-109","Brau-2016","DM",2.6046365604274,0.724731543870567,TRUE
"Mb-110","Brau-2016","DM",3.71755,0.512631272329706,TRUE
"Mb-111","Brau-2016","DM",1.4213,0.512631272329706,TRUE
"Mb-113","Brau-2016","DM",1.83837,0.512631272329706,TRUE
"Mb-115","Brau-2016","DM",1.819265,0.512631272329706,TRUE
"Mb-1153_20","Brau-2016","DM",3.028775,0.363473195684216,TRUE
"Mb-1156_13","Brau-2016","DM",1.6433905,0.512631272329706,TRUE
"Mb-1182_16","Brau-2016","DM",1.0495934395726,0.724731543870567,TRUE
"Mb-1205_12","Brau-2016","DM",4.33159,0.512631272329706,TRUE
"Mb-1231_18","Brau-2016","DM",4.361605,0.512631272329706,TRUE
"Mb-1238_1","Brau-2016","DM",0.882075439572601,0.724731543870567,TRUE
"Mb-14","Brau-2016","DM",2.3363765604274,0.724731543870567,TRUE
"Mb-167","Brau-2016","DM",1.394325,0.512631272329706,TRUE
"Mb-2","Brau-2016","DM",2.57584,0.512631272329706,TRUE
"Mb-221","Brau-2016","DM",0.602951439572601,0.724731543870567,TRUE
"Mb-229","Brau-2016","DM",0.87387,0.512631272329706,TRUE
"Mb-255","Brau-2016","DM",1.4945434395726,0.724731543870567,TRUE
"Mb-3","Brau-2016","DM",2.1932965604274,0.724731543870567,TRUE
"Mb-31","Brau-2016","DM",2.348575,0.512631272329706,TRUE
"Mb-35","Brau-2016","DM",1.701475,0.512631272329706,TRUE
"Mb-37","Brau-2016","DM",4.407885,0.512631272329706,TRUE
"Mb-526_13","Brau-2016","DM",1.422285,0.512631272329706,TRUE
"Mb-527_1","Brau-2016","DM",1.4547785,0.512631272329706,TRUE
"Mb-70","Brau-2016","DM",2.173985,0.512631272329706,TRUE
"Mb-74","Brau-2016","DM",2.722975,0.512631272329706,TRUE
"Mb-86","Brau-2016","DM",3.4662,0.512631272329706,TRUE
"Mb-893_11","Brau-2016","DM",3.2588134395726,0.724731543870567,TRUE
"Mb-9","Brau-2016","DM",1.968355,0.512631272329706,TRUE
"Mb-910_11","Brau-2016","DM",2.016655,0.512631272329706,TRUE
"Mb-928_18","Brau-2016","DM",3.3466665604274,0.724731543870567,TRUE
"Mb-930","Brau-2016","DM",2.1181,0.512631272329706,TRUE
"Mb-931_12","Brau-2016","DM",2.536415,0.512631272329706,TRUE
"Mb-933_11","Brau-2016","DM",3.074875,0.512631272329706,TRUE
"Mb-960_20","Brau-2016","DM",1.681543,0.363473195684216,TRUE
"Mb-974_19","Brau-2016","DM",3.26517,0.512631272329706,TRUE
"Mb-99","Brau-2016","DM",3.22108808006106,0.196960697465772,TRUE
"Mb-104","Brau-2016","DM",5.46726,0.512631272329705,TRUE
"Mb-1086_54","Brau-2016","DM",5.46074,0.512631272329706,TRUE
"Mb-1130_51","Brau-2016","DM",4.358895,0.512631272329706,TRUE
"Mb-147","Brau-2016","DM",2.2033434395726,0.724731543870567,TRUE
"Mb-148","Brau-2016","DM",2.24885,0.512631272329706,TRUE
"Mb-1485_42","Brau-2016","DM",3.445435,0.512631272329706,TRUE
"Mb-1486_1","Brau-2016","DM",4.325635,0.512631272329706,TRUE
"Mb-149","Brau-2016","DM",3.003605,0.512631272329706,TRUE
"Mb-188","Brau-2016","DM",5.658745,0.512631272329706,TRUE
"Mb-307","Brau-2016","DM",4.7110165604274,0.724731543870567,TRUE
"Mb-308","Brau-2016","DM",3.4084065604274,0.724731543870567,TRUE
"Mb-309","Brau-2016","DM",4.79709,0.512631272329706,TRUE
"Mb-310","Brau-2016","DM",2.4206865604274,0.724731543870567,TRUE
"Mb-72","Brau-2016","DM",3.9508434395726,0.724731543870567,TRUE
"Mx-1548_12","Brau-2016","DM",1.161575,0.512631272329706,TRUE
"Mx-1915_12","Brau-2016","DM",2.31673,0.512631272329706,TRUE
"Mx-1932_13","Brau-2016","DM",3.044965,0.512631272329706,TRUE
"Mx-1933_11","Brau-2016","DM",3.1761,0.512631272329706,TRUE
"Mx-1956_15","Brau-2016","DM",2.40934,0.512631272329706,TRUE
"Mx-2446_1","Brau-2016","DM",3.2288965604274,0.724731543870567,TRUE
"Mb-140","Brau-2016","FW",4.54000000000009,0.842516907312951,TRUE
"Mb-142","Brau-2016","FW",4.03,0.842516907312956,TRUE
"Mb-144","Brau-2016","FW",4.36,0.842516907312956,TRUE
"Mb-146","Brau-2016","FW",3.85,0.842516907312956,TRUE
"Mb-166","Brau-2016","FW",1.58,0.842516907312956,TRUE
"Mb-177","Brau-2016","FW",2.39999936729546,1.19149883685043,TRUE
"Mb-226","Brau-2016","FW",5.83999936729546,1.19149883685043,TRUE
"Mb-272","Brau-2016","FW",2.4,0.842516907312956,TRUE
"Mb-297","Brau-2016","FW",2.83,0.842516907312956,TRUE
"Mb-494_1","Brau-2016","FW",3.17999936729546,1.19149883685043,TRUE
"Mb-498_1","Brau-2016","FW",0.599999367295459,1.19149883685043,TRUE
"Mb-76","Brau-2016","FW",5.31,0.842516907312956,TRUE
"Mb-94","Brau-2016","FW",2.52,0.842516907312956,TRUE
"Mb-102","Brau-2016","FW",4.79999999999998,0.842516907312954,TRUE
"Mb-109","Brau-2016","FW",5.16000063270455,1.19149883685043,TRUE
"Mb-110","Brau-2016","FW",7.29,0.842516907312956,TRUE
"Mb-111","Brau-2016","FW",2.05,0.842516907312956,TRUE
"Mb-113","Brau-2016","FW",2.6,0.842516907312956,TRUE
"Mb-115","Brau-2016","FW",2.68,0.842516907312956,TRUE
"Mb-1153_20","Brau-2016","FW",4.835,0.595749448568109,TRUE
"Mb-1156_13","Brau-2016","FW",2.78,0.842516907312956,TRUE
"Mb-1182_16","Brau-2016","FW",1.63999936729546,1.19149883685043,TRUE
"Mb-1205_12","Brau-2016","FW",5.11,0.842516907312956,TRUE
"Mb-1231_18","Brau-2016","FW",7.71,0.842516907312956,TRUE
"Mb-1238_1","Brau-2016","FW",1.51,0.842516907312956,TRUE
"Mb-14","Brau-2016","FW",3.50000063270455,1.19149883685043,TRUE
"Mb-167","Brau-2016","FW",3.07,0.842516907312956,TRUE
"Mb-2","Brau-2016","FW",3.84,0.842516907312956,TRUE
"Mb-221","Brau-2016","FW",0.89,0.842516907312956,TRUE
"Mb-229","Brau-2016","FW",1.21,0.842516907312956,TRUE
"Mb-255","Brau-2016","FW",2.33999936729546,1.19149883685043,TRUE
"Mb-3","Brau-2016","FW",3.30000063270455,1.19149883685043,TRUE
"Mb-31","Brau-2016","FW",3.28,0.842516907312956,TRUE
"Mb-35","Brau-2016","FW",2.34,0.842516907312956,TRUE
"Mb-37","Brau-2016","FW",7.67,0.842516907312956,TRUE
"Mb-526_13","Brau-2016","FW",1.63,0.842516907312956,TRUE
"Mb-527_1","Brau-2016","FW",1.66,0.842516907312956,TRUE
"Mb-70","Brau-2016","FW",4.08,0.842516907312956,TRUE
"Mb-74","Brau-2016","FW",4.68,0.842516907312956,TRUE
"Mb-86","Brau-2016","FW",5.11,0.842516907312956,TRUE
"Mb-893_11","Brau-2016","FW",3.85999936729546,1.19149883685043,TRUE
"Mb-9","Brau-2016","FW",2.82,0.842516907312956,TRUE
"Mb-910_11","Brau-2016","FW",2.67,0.842516907312956,TRUE
"Mb-928_18","Brau-2016","FW",5.58000063270455,1.19149883685043,TRUE
"Mb-930","Brau-2016","FW",3.57,0.842516907312956,TRUE
"Mb-931_12","Brau-2016","FW",3.62,0.842516907312956,TRUE
"Mb-933_11","Brau-2016","FW",4.5,0.842516907312956,TRUE
"Mb-960_20","Brau-2016","FW",2.49,0.595749448568109,TRUE
"Mb-974_19","Brau-2016","FW",4.44,0.842516907312956,TRUE
"Mb-99","Brau-2016","FW",4.36250007908807,0.297874816596351,TRUE
"Mb-104","Brau-2016","FW",9.15000000000003,0.842516907312958,TRUE
"Mb-1086_54","Brau-2016","FW",7.76,0.842516907312956,TRUE
"Mb-1130_51","Brau-2016","FW",6.06,0.842516907312956,TRUE
"Mb-147","Brau-2016","FW",3.55999936729546,1.19149883685043,TRUE
"Mb-148","Brau-2016","FW",3.65,0.842516907312956,TRUE
"Mb-1485_42","Brau-2016","FW",5.07,0.842516907312956,TRUE
"Mb-1486_1","Brau-2016","FW",5.36,0.842516907312956,TRUE
"Mb-149","Brau-2016","FW",4.82,0.842516907312956,TRUE
"Mb-188","Brau-2016","FW",9.13,0.842516907312956,TRUE
"Mb-307","Brau-2016","FW",6.70000063270455,1.19149883685043,TRUE
"Mb-308","Brau-2016","FW",5.52000063270455,1.19149883685043,TRUE
"Mb-309","Brau-2016","FW",8.09,0.842516907312956,TRUE
"Mb-310","Brau-2016","FW",3.88000063270455,1.19149883685043,TRUE
"Mb-72","Brau-2016","FW",5.69,0.842516907312956,TRUE
"Mx-1548_12","Brau-2016","FW",1.37,0.842516907312956,TRUE
"Mx-1915_12","Brau-2016","FW",2.77,0.842516907312956,TRUE
"Mx-1932_13","Brau-2016","FW",3.76,0.842516907312956,TRUE
"Mx-1933_11","Brau-2016","FW",3.97,0.842516907312956,TRUE
"Mx-1956_15","Brau-2016","FW",3,0.842516907312956,TRUE
"Mx-2446_1","Brau-2016","FW",5.22000063270455,1.19149883685043,TRUE
"Mb-140","Brau-2016","MC",26.5910499999998,4.04884614108179,TRUE
"Mb-142","Brau-2016","MC",25.05155,4.0488461410818,TRUE
"Mb-144","Brau-2016","MC",30.1153,4.0488461410818,TRUE
"Mb-146","Brau-2016","MC",26.0386,4.0488461410818,TRUE
"Mb-166","Brau-2016","MC",43.31755,4.0488461410818,TRUE
"Mb-177","Brau-2016","MC",26.33555,4.0488461410818,TRUE
"Mb-226","Brau-2016","MC",30.7901,4.0488461410818,TRUE
"Mb-272","Brau-2016","MC",34.32715,4.0488461410818,TRUE
"Mb-297","Brau-2016","MC",31.75295,4.0488461410818,TRUE
"Mb-353","Brau-2016","MC",22.42775,4.0488461410818,TRUE
"Mb-383_1","Brau-2016","MC",41.4572,4.0488461410818,TRUE
"Mb-391","Brau-2016","MC",26.59965,4.0488461410818,TRUE
"Mb-393_1","Brau-2016","MC",37.8268,4.0488461410818,TRUE
"Mb-397","Brau-2016","MC",40.6075,4.0488461410818,TRUE
"Mb-399","Brau-2016","MC",28.0716173980493,5.72485096633221,TRUE
"Mb-401","Brau-2016","MC",41.40275,4.0488461410818,TRUE
"Mb-494_1","Brau-2016","MC",13.1972173980493,5.72485096633221,TRUE
"Mb-498_1","Brau-2016","MC",33.3012173980493,5.72485096633221,TRUE
"Mb-76","Brau-2016","MC",25.35325,4.0488461410818,TRUE
"Mb-94","Brau-2016","MC",29.184,4.0488461410818,TRUE
"Mb-102","Brau-2016","MC",42.9831173980499,5.7248509663322,TRUE
"Mb-109","Brau-2016","MC",51.41655,4.0488461410818,TRUE
"Mb-110","Brau-2016","MC",48.9504,4.0488461410818,TRUE
"Mb-111","Brau-2016","MC",30.8267,4.0488461410818,TRUE
"Mb-113","Brau-2016","MC",29.3749,4.0488461410818,TRUE
"Mb-115","Brau-2016","MC",32.17175,4.0488461410818,TRUE
"Mb-1153_20","Brau-2016","MC",36.760675,2.86816814902111,TRUE
"Mb-1156_13","Brau-2016","MC",41.6773,4.0488461410818,TRUE
"Mb-1182_16","Brau-2016","MC",34.9780173980493,5.72485096633221,TRUE
"Mb-1205_12","Brau-2016","MC",15.2883,4.0488461410818,TRUE
"Mb-1231_18","Brau-2016","MC",43.35355,4.0488461410818,TRUE
"Mb-1238_1","Brau-2016","MC",16.7158173980493,5.72485096633221,TRUE
