"Genotype","Environment","Year","Rep","Block","Row","Col","trait","value","PopGroup"
"Mb-1162_20","Aber-2015","2015",NA,"1","29","17","FW",0.95,"M. sacchariflorus"
"Mb-1162_20","Aber-2015","2015",NA,"1","29","17","MC",17.0237,"M. sacchariflorus"
"Mb-147","Aber-2015","2015",NA,"1","31","17","DM",1.10013,"M. x gig"
"Mb-147","Aber-2015","2015",NA,"1","31","17","FW",1.5,"M. x gig"
"Mb-147","Aber-2015","2015",NA,"1","31","17","MC",26.658,"M. x gig"
"Mb-147","Aber-2016","2016",NA,"1","31","17","DM",1.494,"M. x gig"
"Mb-147","Aber-2016","2016",NA,"1","31","17","FW",2.264,"M. x gig"
"Mb-147","Aber-2016","2016",NA,"1","31","17","MC",34,"M. x gig"
"Mb-914_13","Aber-2015","2015",NA,"1","32","17","DM",0.489336,"M. sinensis"
"Mb-914_13","Aber-2015","2015",NA,"1","32","17","FW",1.05,"M. sinensis"
"Mb-914_13","Aber-2015","2015",NA,"1","32","17","MC",53.3965,"M. sinensis"
"Mb-914_13","Aber-2016","2016",NA,"1","32","17","DM",0.682,"M. sinensis"
"Mb-914_13","Aber-2016","2016",NA,"1","32","17","FW",1.265,"M. sinensis"
"Mb-914_13","Aber-2016","2016",NA,"1","32","17","MC",46.1,"M. sinensis"
"Mb-958_19","Aber-2015","2015",NA,"1","34","17","DM",0.206306,"M. sacchariflorus"
"Mb-958_19","Aber-2015","2015",NA,"1","34","17","FW",0.3,"M. sacchariflorus"
"Mb-958_19","Aber-2015","2015",NA,"1","34","17","MC",31.2312,"M. sacchariflorus"
"Mb-958_19","Aber-2016","2016",NA,"1","34","17","DM",0.685,"M. sacchariflorus"
"Mb-958_19","Aber-2016","2016",NA,"1","34","17","FW",0.921,"M. sacchariflorus"
"Mb-958_19","Aber-2016","2016",NA,"1","34","17","MC",25.6,"M. sacchariflorus"
"Mb-1485_42","Aber-2015","2015",NA,"1","32","18","DM",2.39126,"M. x gig"
"Mb-1485_42","Aber-2015","2015",NA,"1","32","18","FW",3.55,"M. x gig"
"Mb-1485_42","Aber-2015","2015",NA,"1","32","18","MC",32.6405,"M. x gig"
"Mb-1485_42","Aber-2016","2016",NA,"1","32","18","DM",3.228,"M. x gig"
"Mb-1485_42","Aber-2016","2016",NA,"1","32","18","FW",5.516,"M. x gig"
"Mb-1485_42","Aber-2016","2016",NA,"1","32","18","MC",41.5,"M. x gig"
"Mb-935_13","Aber-2015","2015",NA,"1","26","18","DM",1.68137,"M. sinensis"
"Mb-935_13","Aber-2015","2015",NA,"1","26","18","FW",2.35,"M. sinensis"
"Mb-935_13","Aber-2015","2015",NA,"1","26","18","MC",28.4523,"M. sinensis"
"Mb-935_13","Aber-2016","2016",NA,"1","26","18","DM",4.009,"M. sinensis"
"Mb-935_13","Aber-2016","2016",NA,"1","26","18","FW",5.8,"M. sinensis"
"Mb-935_13","Aber-2016","2016",NA,"1","26","18","MC",30.9,"M. sinensis"
"Mx-437_90","Aber-2015","2015",NA,"1","23","18","DM",2.2403,"M. x gig"
"Mx-437_90","Aber-2015","2015",NA,"1","23","18","FW",4.15,"M. x gig"
"Mx-437_90","Aber-2015","2015",NA,"1","23","18","MC",46.0169,"M. x gig"
"Mx-437_90","Aber-2016","2016",NA,"1","23","18","DM",2.922,"M. x gig"
"Mx-437_90","Aber-2016","2016",NA,"1","23","18","FW",4.542,"M. x gig"
"Mx-437_90","Aber-2016","2016",NA,"1","23","18","MC",35.7,"M. x gig"
"Mb-140","Aber-2015","2015",NA,"1","6","18","DM",0.893465,"M. sacchariflorus"
"Mb-140","Aber-2015","2015",NA,"1","6","18","FW",1.15,"M. sacchariflorus"
"Mb-140","Aber-2015","2015",NA,"1","6","18","MC",22.3074,"M. sacchariflorus"
"Mb-140","Aber-2016","2016",NA,"1","6","18","DM",2.037,"M. sacchariflorus"
"Mb-140","Aber-2016","2016",NA,"1","6","18","FW",3.144,"M. sacchariflorus"
"Mb-140","Aber-2016","2016",NA,"1","6","18","MC",35.2,"M. sacchariflorus"
"Mb-508","Aber-2015","2015",NA,"2","8","1","DM",0.426639,"M. sacchariflorus"
"Mb-508","Aber-2015","2015",NA,"2","8","1","FW",0.55,"M. sacchariflorus"
"Mb-508","Aber-2015","2015",NA,"2","8","1","MC",22.4293,"M. sacchariflorus"
"Mb-969_18","Aber-2015","2015",NA,"2","12","1","DM",1.53355,"M. sacchariflorus"
"Mb-969_18","Aber-2015","2015",NA,"2","12","1","FW",2.45,"M. sacchariflorus"
"Mb-969_18","Aber-2015","2015",NA,"2","12","1","MC",37.406,"M. sacchariflorus"
"Mb-969_18","Aber-2016","2016",NA,"2","12","1","DM",2.362,"M. sacchariflorus"
"Mb-969_18","Aber-2016","2016",NA,"2","12","1","FW",3.016,"M. sacchariflorus"
"Mb-969_18","Aber-2016","2016",NA,"2","12","1","MC",21.7,"M. sacchariflorus"
"Mb-434_1","Aber-2015","2015",NA,"2","13","1","DM",0.601312,"M. sinensis"
"Mb-434_1","Aber-2015","2015",NA,"2","13","1","FW",0.8,"M. sinensis"
"Mb-434_1","Aber-2015","2015",NA,"2","13","1","MC",24.836,"M. sinensis"
"Mb-434_1","Aber-2016","2016",NA,"2","13","1","DM",1.578,"M. sinensis"
"Mb-434_1","Aber-2016","2016",NA,"2","13","1","FW",1.909,"M. sinensis"
"Mb-434_1","Aber-2016","2016",NA,"2","13","1","MC",17.4,"M. sinensis"
"Mb-486","Aber-2015","2015",NA,"2","17","1","DM",0.233058,"M. sacchariflorus"
"Mb-486","Aber-2015","2015",NA,"2","17","1","FW",0.3,"M. sacchariflorus"
"Mb-486","Aber-2015","2015",NA,"2","17","1","MC",22.314,"M. sacchariflorus"
"Mb-486","Aber-2016","2016",NA,"2","17","1","DM",1.669,"M. sacchariflorus"
"Mb-486","Aber-2016","2016",NA,"2","17","1","FW",2.054,"M. sacchariflorus"
"Mb-486","Aber-2016","2016",NA,"2","17","1","MC",18.7,"M. sacchariflorus"
"Mb-494_1","Aber-2015","2015",NA,"2","28","1","DM",0.795976,"M. sacchariflorus"
"Mb-494_1","Aber-2015","2015",NA,"2","28","1","FW",1.05,"M. sacchariflorus"
"Mb-494_1","Aber-2015","2015",NA,"2","28","1","MC",24.1928,"M. sacchariflorus"
"Mb-505_1","Aber-2015","2015",NA,"2","35","1","DM",0.267788,"M. sacchariflorus"
"Mb-505_1","Aber-2015","2015",NA,"2","35","1","FW",0.4,"M. sacchariflorus"
"Mb-505_1","Aber-2015","2015",NA,"2","35","1","MC",33.0529,"M. sacchariflorus"
"Mb-505_1","Aber-2016","2016",NA,"2","35","1","DM",1.345,"M. sacchariflorus"
"Mb-505_1","Aber-2016","2016",NA,"2","35","1","FW",1.771,"M. sacchariflorus"
"Mb-505_1","Aber-2016","2016",NA,"2","35","1","MC",24.1,"M. sacchariflorus"
"Mb-965_15","Aber-2015","2015",NA,"2","40","1","DM",0.732704,"M. sacchariflorus"
"Mb-965_15","Aber-2015","2015",NA,"2","40","1","FW",0.9,"M. sacchariflorus"
"Mb-965_15","Aber-2015","2015",NA,"2","40","1","MC",18.5885,"M. sacchariflorus"
"Mb-965_15","Aber-2016","2016",NA,"2","40","1","DM",1.994,"M. sacchariflorus"
"Mb-965_15","Aber-2016","2016",NA,"2","40","1","FW",2.5,"M. sacchariflorus"
"Mb-965_15","Aber-2016","2016",NA,"2","40","1","MC",20.2,"M. sacchariflorus"
"Mb-177","Aber-2015","2015",NA,"2","28","2","DM",0.732203,"M. sacchariflorus"
"Mb-177","Aber-2015","2015",NA,"2","28","2","FW",0.9,"M. sacchariflorus"
"Mb-177","Aber-2015","2015",NA,"2","28","2","MC",18.6441,"M. sacchariflorus"
"Mb-177","Aber-2016","2016",NA,"2","28","2","DM",1.54,"M. sacchariflorus"
"Mb-177","Aber-2016","2016",NA,"2","28","2","FW",1.882,"M. sacchariflorus"
"Mb-177","Aber-2016","2016",NA,"2","28","2","MC",18.2,"M. sacchariflorus"
"Mb-74","Aber-2015","2015",NA,"2","3","3","DM",1.06097,"M. sinensis"
"Mb-74","Aber-2015","2015",NA,"2","3","3","FW",1.35,"M. sinensis"
"Mb-74","Aber-2015","2015",NA,"2","3","3","MC",21.4099,"M. sinensis"
"Mb-74","Aber-2016","2016",NA,"2","3","3","DM",0.613,"M. sinensis"
"Mb-74","Aber-2016","2016",NA,"2","3","3","FW",0.767,"M. sinensis"
"Mb-74","Aber-2016","2016",NA,"2","3","3","MC",20,"M. sinensis"
"Mb-502_1","Aber-2015","2015",NA,"2","12","3","DM",0.967356,"M. sacchariflorus"
"Mb-502_1","Aber-2015","2015",NA,"2","12","3","FW",1.75,"M. sacchariflorus"
"Mb-502_1","Aber-2015","2015",NA,"2","12","3","MC",44.7225,"M. sacchariflorus"
"Mb-502_1","Aber-2016","2016",NA,"2","12","3","DM",1.593,"M. sacchariflorus"
"Mb-502_1","Aber-2016","2016",NA,"2","12","3","FW",2.171,"M. sacchariflorus"
"Mb-502_1","Aber-2016","2016",NA,"2","12","3","MC",26.6,"M. sacchariflorus"
"Mb-490_10","Aber-2015","2015",NA,"2","18","3","DM",0.187591,"M. sacchariflorus"
"Mb-490_10","Aber-2015","2015",NA,"2","18","3","FW",0.3,"M. sacchariflorus"
"Mb-490_10","Aber-2015","2015",NA,"2","18","3","MC",37.4696,"M. sacchariflorus"
"Mb-485_1","Aber-2015","2015",NA,"2","40","3","DM",0.428118,"M. sacchariflorus"
"Mb-485_1","Aber-2015","2015",NA,"2","40","3","FW",0.55,"M. sacchariflorus"
"Mb-485_1","Aber-2015","2015",NA,"2","40","3","MC",22.1603,"M. sacchariflorus"
"Mb-485_1","Aber-2016","2016",NA,"2","40","3","DM",1.233,"M. sacchariflorus"
"Mb-485_1","Aber-2016","2016",NA,"2","40","3","FW",1.505,"M. sacchariflorus"
"Mb-485_1","Aber-2016","2016",NA,"2","40","3","MC",18.1,"M. sacchariflorus"
"Mb-1147_12","Aber-2015","2015",NA,"2","40","4","DM",1.20267,"M. sinensis"
"Mb-1147_12","Aber-2015","2015",NA,"2","40","4","FW",1.75,"M. sinensis"
"Mb-1147_12","Aber-2015","2015",NA,"2","40","4","MC",31.2757,"M. sinensis"
"Mb-1147_12","Aber-2016","2016",NA,"2","40","4","DM",1.336,"M. sinensis"
"Mb-1147_12","Aber-2016","2016",NA,"2","40","4","FW",1.931,"M. sinensis"
"Mb-1147_12","Aber-2016","2016",NA,"2","40","4","MC",30.8,"M. sinensis"
"Mb-431_1","Aber-2015","2015",NA,"2","32","4","DM",0.554494,"M. sacchariflorus"
"Mb-431_1","Aber-2015","2015",NA,"2","32","4","FW",0.8,"M. sacchariflorus"
"Mb-431_1","Aber-2015","2015",NA,"2","32","4","MC",30.6883,"M. sacchariflorus"
"Mb-431_1","Aber-2016","2016",NA,"2","32","4","DM",1.246,"M. sacchariflorus"
"Mb-431_1","Aber-2016","2016",NA,"2","32","4","FW",1.585,"M. sacchariflorus"
"Mb-431_1","Aber-2016","2016",NA,"2","32","4","MC",21.4,"M. sacchariflorus"
"Mb-488_15","Aber-2015","2015",NA,"2","27","4","DM",0.76364,"M. sacchariflorus"
"Mb-488_15","Aber-2015","2015",NA,"2","27","4","FW",1.15,"M. sacchariflorus"
"Mb-488_15","Aber-2015","2015",NA,"2","27","4","MC",33.5965,"M. sacchariflorus"
"Mb-488_15","Aber-2016","2016",NA,"2","27","4","DM",2.004,"M. sacchariflorus"
"Mb-488_15","Aber-2016","2016",NA,"2","27","4","FW",2.55,"M. sacchariflorus"
"Mb-488_15","Aber-2016","2016",NA,"2","27","4","MC",21.4,"M. sacchariflorus"
"Mx-2470_5","Aber-2015","2015",NA,"2","21","4","DM",1.30588,"M. sacchariflorus"
"Mx-2470_5","Aber-2015","2015",NA,"2","21","4","FW",1.7,"M. sacchariflorus"
"Mx-2470_5","Aber-2015","2015",NA,"2","21","4","MC",23.1834,"M. sacchariflorus"
"Mx-2470_5","Aber-2016","2016",NA,"2","21","4","DM",3.502,"M. sacchariflorus"
"Mx-2470_5","Aber-2016","2016",NA,"2","21","4","FW",4.289,"M. sacchariflorus"
"Mx-2470_5","Aber-2016","2016",NA,"2","21","4","MC",18.4,"M. sacchariflorus"
"Mx-1956_15","Aber-2015","2015",NA,"2","13","4","DM",2.15397,"M. x gig"
"Mx-1956_15","Aber-2015","2015",NA,"2","13","4","FW",2.95,"M. x gig"
"Mx-1956_15","Aber-2015","2015",NA,"2","13","4","MC",26.9841,"M. x gig"
"Mx-1956_15","Aber-2016","2016",NA,"2","13","4","DM",1.574,"M. x gig"
"Mx-1956_15","Aber-2016","2016",NA,"2","13","4","FW",2.123,"M. x gig"
"Mx-1956_15","Aber-2016","2016",NA,"2","13","4","MC",25.8,"M. x gig"
"Mb-1040_17","Aber-2015","2015",NA,"2","10","4","DM",0.54,"M. sacchariflorus"
"Mb-1040_17","Aber-2015","2015",NA,"2","10","4","FW",0.75,"M. sacchariflorus"
"Mb-1040_17","Aber-2015","2015",NA,"2","10","4","MC",28,"M. sacchariflorus"
"Mb-72","Aber-2015","2015",NA,"2","1","4","DM",1.62663,"M. x gig"
"Mb-72","Aber-2015","2015",NA,"2","1","4","FW",3.3,"M. x gig"
"Mb-72","Aber-2015","2015",NA,"2","1","4","MC",50.7082,"M. x gig"
"Mb-72","Aber-2016","2016",NA,"2","1","4","DM",0.823,"M. x gig"
"Mb-72","Aber-2016","2016",NA,"2","1","4","FW",1.326,"M. x gig"
"Mb-72","Aber-2016","2016",NA,"2","1","4","MC",37.9,"M. x gig"
"Mb-961_16","Aber-2015","2015",NA,"2","8","5","DM",0.730973,"M. sacchariflorus"
"Mb-961_16","Aber-2015","2015",NA,"2","8","5","FW",0.9,"M. sacchariflorus"
"Mb-961_16","Aber-2015","2015",NA,"2","8","5","MC",18.7808,"M. sacchariflorus"
"Mb-961_16","Aber-2016","2016",NA,"2","8","5","DM",2.225,"M. sacchariflorus"
"Mb-961_16","Aber-2016","2016",NA,"2","8","5","FW",2.699,"M. sacchariflorus"
"Mb-961_16","Aber-2016","2016",NA,"2","8","5","MC",17.6,"M. sacchariflorus"
"Mb-188","Aber-2015","2015",NA,"2","18","5","DM",3.74524,"M. x gig"
"Mb-188","Aber-2015","2015",NA,"2","18","5","FW",4.95,"M. x gig"
"Mb-188","Aber-2015","2015",NA,"2","18","5","MC",24.3386,"M. x gig"
"Mb-188","Aber-2016","2016",NA,"2","18","5","DM",5.586,"M. x gig"
"Mb-188","Aber-2016","2016",NA,"2","18","5","FW",8.069,"M. x gig"
"Mb-188","Aber-2016","2016",NA,"2","18","5","MC",30.8,"M. x gig"
"Mb-1043_32","Aber-2015","2015",NA,"2","20","5","DM",0.0865385,"M. sacchariflorus"
"Mb-1043_32","Aber-2015","2015",NA,"2","20","5","FW",0.15,"M. sacchariflorus"
"Mb-1043_32","Aber-2015","2015",NA,"2","20","5","MC",42.3077,"M. sacchariflorus"
"Mb-498_1","Aber-2015","2015",NA,"2","26","5","DM",0.740464,"M. sacchariflorus"
"Mb-498_1","Aber-2015","2015",NA,"2","26","5","FW",1.5,"M. sacchariflorus"
"Mb-498_1","Aber-2015","2015",NA,"2","26","5","MC",50.6357,"M. sacchariflorus"
"Mb-498_1","Aber-2016","2016",NA,"2","26","5","DM",0.483,"M. sacchariflorus"
"Mb-498_1","Aber-2016","2016",NA,"2","26","5","FW",0.898,"M. sacchariflorus"
"Mb-498_1","Aber-2016","2016",NA,"2","26","5","MC",46.2,"M. sacchariflorus"
"Mb-427_1","Aber-2015","2015",NA,"2","32","5","DM",0.600123,"M. sacchariflorus"
"Mb-427_1","Aber-2015","2015",NA,"2","32","5","FW",0.85,"M. sacchariflorus"
"Mb-427_1","Aber-2015","2015",NA,"2","32","5","MC",29.3973,"M. sacchariflorus"
"Mb-427_1","Aber-2016","2016",NA,"2","32","5","DM",0.813,"M. sacchariflorus"
"Mb-427_1","Aber-2016","2016",NA,"2","32","5","FW",1.018,"M. sacchariflorus"
"Mb-427_1","Aber-2016","2016",NA,"2","32","5","MC",20.2,"M. sacchariflorus"
"Mb-1353_14","Aber-2015","2015",NA,"2","33","5","DM",0.347612,"M. sacchariflorus"
"Mb-1353_14","Aber-2015","2015",NA,"2","33","5","FW",0.5,"M. sacchariflorus"
"Mb-1353_14","Aber-2015","2015",NA,"2","33","5","MC",30.4775,"M. sacchariflorus"
"Mb-146","Aber-2015","2015",NA,"2","29","6","DM",0.161078,"M. sacchariflorus"
"Mb-146","Aber-2015","2015",NA,"2","29","6","FW",0.3,"M. sacchariflorus"
"Mb-146","Aber-2015","2015",NA,"2","29","6","MC",46.3072,"M. sacchariflorus"
"Mb-146","Aber-2016","2016",NA,"2","29","6","DM",0.647,"M. sacchariflorus"
"Mb-146","Aber-2016","2016",NA,"2","29","6","FW",0.807,"M. sacchariflorus"
"Mb-146","Aber-2016","2016",NA,"2","29","6","MC",19.8,"M. sacchariflorus"
"Mb-140","Aber-2015","2015",NA,"2","18","6","DM",0.522281,"M. sacchariflorus"
"Mb-140","Aber-2015","2015",NA,"2","18","6","FW",0.65,"M. sacchariflorus"
"Mb-140","Aber-2015","2015",NA,"2","18","6","MC",19.6491,"M. sacchariflorus"
"Mb-140","Aber-2016","2016",NA,"2","18","6","DM",1.497,"M. sacchariflorus"
"Mb-140","Aber-2016","2016",NA,"2","18","6","FW",1.845,"M. sacchariflorus"
"Mb-140","Aber-2016","2016",NA,"2","18","6","MC",18.9,"M. sacchariflorus"
"Mb-1156_13","Aber-2015","2015",NA,"2","2","6","DM",2.74055,"M. sinensis"
"Mb-1156_13","Aber-2015","2015",NA,"2","2","6","FW",5.8,"M. sinensis"
"Mb-1156_13","Aber-2015","2015",NA,"2","2","6","MC",52.7491,"M. sinensis"
"Mb-1156_13","Aber-2016","2016",NA,"2","2","6","DM",3.809,"M. sinensis"
"Mb-1156_13","Aber-2016","2016",NA,"2","2","6","FW",7.247,"M. sinensis"
"Mb-1156_13","Aber-2016","2016",NA,"2","2","6","MC",47.4,"M. sinensis"
"Mb-297","Aber-2015","2015",NA,"2","33","7","DM",0.306887,"M. sacchariflorus"
"Mb-297","Aber-2015","2015",NA,"2","33","7","FW",0.35,"M. sacchariflorus"
"Mb-297","Aber-2015","2015",NA,"2","33","7","MC",12.3181,"M. sacchariflorus"
"Mb-297","Aber-2016","2016",NA,"2","33","7","DM",0.576,"M. sacchariflorus"
"Mb-297","Aber-2016","2016",NA,"2","33","7","FW",0.688,"M. sacchariflorus"
"Mb-297","Aber-2016","2016",NA,"2","33","7","MC",16.3,"M. sacchariflorus"
"Mb-1485_42","Aber-2015","2015",NA,"2","39","8","DM",3.40496,"M. x gig"
"Mb-1485_42","Aber-2015","2015",NA,"2","39","8","FW",4.45,"M. x gig"
"Mb-1485_42","Aber-2015","2015",NA,"2","39","8","MC",23.484,"M. x gig"
"Mb-1485_42","Aber-2016","2016",NA,"2","39","8","DM",4.526,"M. x gig"
"Mb-1485_42","Aber-2016","2016",NA,"2","39","8","FW",5.981,"M. x gig"
"Mb-1485_42","Aber-2016","2016",NA,"2","39","8","MC",24.3,"M. x gig"
"Mb-306","Aber-2015","2015",NA,"2","31","8","DM",1.37034,"M. sinensis"
"Mb-306","Aber-2015","2015",NA,"2","31","8","FW",1.708,"M. sinensis"
"Mb-306","Aber-2015","2015",NA,"2","31","8","MC",19.7695,"M. sinensis"
"Mb-306","Aber-2016","2016",NA,"2","31","8","DM",1.729,"M. sinensis"
"Mb-306","Aber-2016","2016",NA,"2","31","8","FW",2.179,"M. sinensis"
"Mb-306","Aber-2016","2016",NA,"2","31","8","MC",20.6,"M. sinensis"
"Mb-226","Aber-2015","2015",NA,"2","12","8","DM",0.411009,"M. sacchariflorus"
"Mb-226","Aber-2015","2015",NA,"2","12","8","FW",0.6,"M. sacchariflorus"
"Mb-226","Aber-2015","2015",NA,"2","12","8","MC",31.4986,"M. sacchariflorus"
"Mb-226","Aber-2016","2016",NA,"2","12","8","DM",1.594,"M. sacchariflorus"
"Mb-226","Aber-2016","2016",NA,"2","12","8","FW",2.06,"M. sacchariflorus"
"Mb-226","Aber-2016","2016",NA,"2","12","8","MC",22.6,"M. sacchariflorus"
"Mb-1155_33","Aber-2015","2015",NA,"2","9","8","DM",0.17313,"M. sacchariflorus"
"Mb-1155_33","Aber-2015","2015",NA,"2","9","8","FW",0.25,"M. sacchariflorus"
"Mb-1155_33","Aber-2015","2015",NA,"2","9","8","MC",30.7479,"M. sacchariflorus"
"Mb-1155_33","Aber-2016","2016",NA,"2","9","8","DM",0.182,"M. sacchariflorus"
"Mb-1155_33","Aber-2016","2016",NA,"2","9","8","FW",0.288,"M. sacchariflorus"
"Mb-1155_33","Aber-2016","2016",NA,"2","9","8","MC",36.8,"M. sacchariflorus"
"Mx-1915_12","Aber-2015","2015",NA,"2","12","9","DM",1.84799,"M. x gig"
"Mx-1915_12","Aber-2015","2015",NA,"2","12","9","FW",2.4,"M. x gig"
"Mx-1915_12","Aber-2015","2015",NA,"2","12","9","MC",23.0004,"M. x gig"
"Mx-1915_12","Aber-2016","2016",NA,"2","12","9","DM",1.276,"M. x gig"
"Mx-1915_12","Aber-2016","2016",NA,"2","12","9","FW",1.575,"M. x gig"
"Mx-1915_12","Aber-2016","2016",NA,"2","12","9","MC",19,"M. x gig"
"Mb-109","Aber-2015","2015",NA,"2","16","9","DM",1.03788,"M. sinensis"
"Mb-109","Aber-2015","2015",NA,"2","16","9","FW",1.9,"M. sinensis"
"Mb-109","Aber-2015","2015",NA,"2","16","9","MC",45.3747,"M. sinensis"
"Mb-109","Aber-2016","2016",NA,"2","16","9","DM",1.675,"M. sinensis"
"Mb-109","Aber-2016","2016",NA,"2","16","9","FW",2.544,"M. sinensis"
"Mb-109","Aber-2016","2016",NA,"2","16","9","MC",34.2,"M. sinensis"
"Mb-1056_31","Aber-2015","2015",NA,"2","21","9","DM",0.412759,"M. sacchariflorus"
"Mb-1056_31","Aber-2015","2015",NA,"2","21","9","FW",0.5,"M. sacchariflorus"
"Mb-1056_31","Aber-2015","2015",NA,"2","21","9","MC",17.4482,"M. sacchariflorus"
"Mb-1056_31","Aber-2016","2016",NA,"2","21","9","DM",1.214,"M. sacchariflorus"
"Mb-1056_31","Aber-2016","2016",NA,"2","21","9","FW",1.49,"M. sacchariflorus"
"Mb-1056_31","Aber-2016","2016",NA,"2","21","9","MC",18.5,"M. sacchariflorus"
"Mb-1486_1","Aber-2015","2015",NA,"2","27","9","DM",3.34331,"M. x gig"
"Mb-1486_1","Aber-2015","2015",NA,"2","27","9","FW",4.65,"M. x gig"
"Mb-1486_1","Aber-2015","2015",NA,"2","27","9","MC",28.1008,"M. x gig"
"Mb-1486_1","Aber-2016","2016",NA,"2","27","9","DM",3.842,"M. x gig"
"Mb-1486_1","Aber-2016","2016",NA,"2","27","9","FW",5.208,"M. x gig"
"Mb-1486_1","Aber-2016","2016",NA,"2","27","9","MC",26.2,"M. x gig"
"Mx-437_90","Aber-2015","2015",NA,"2","36","9","DM",2.08662,"M. x gig"
"Mx-437_90","Aber-2015","2015",NA,"2","36","9","FW",2.8,"M. x gig"
"Mx-437_90","Aber-2015","2015",NA,"2","36","9","MC",25.4777,"M. x gig"
"Mx-437_90","Aber-2016","2016",NA,"2","36","9","DM",2.123,"M. x gig"
"Mx-437_90","Aber-2016","2016",NA,"2","36","9","FW",2.527,"M. x gig"
"Mx-437_90","Aber-2016","2016",NA,"2","36","9","MC",16,"M. x gig"
"Mb-310","Aber-2015","2015",NA,"2","11","10","DM",2.71004,"M. x gig"
"Mb-310","Aber-2015","2015",NA,"2","11","10","FW",4.9,"M. x gig"
"Mb-310","Aber-2015","2015",NA,"2","11","10","MC",44.6931,"M. x gig"
"Mb-310","Aber-2016","2016",NA,"2","11","10","DM",1.756,"M. x gig"
"Mb-310","Aber-2016","2016",NA,"2","11","10","FW",2.355,"M. x gig"
"Mb-310","Aber-2016","2016",NA,"2","11","10","MC",25.4,"M. x gig"
"Mb-255","Aber-2015","2015",NA,"2","4","10","DM",0.112895,"M. sinensis"
"Mb-255","Aber-2015","2015",NA,"2","4","10","FW",0.15,"M. sinensis"
"Mb-255","Aber-2015","2015",NA,"2","4","10","MC",24.7368,"M. sinensis"
"Mb-255","Aber-2016","2016",NA,"2","4","10","DM",0.319,"M. sinensis"
"Mb-255","Aber-2016","2016",NA,"2","4","10","FW",0.404,"M. sinensis"
"Mb-255","Aber-2016","2016",NA,"2","4","10","MC",21,"M. sinensis"
"Mb-1132_52","Aber-2015","2015",NA,"2","26","11","DM",1.6344,"M. x gig"
"Mb-1132_52","Aber-2015","2015",NA,"2","26","11","FW",1.95,"M. x gig"
"Mb-1132_52","Aber-2015","2015",NA,"2","26","11","MC",16.1844,"M. x gig"
"Mb-1132_52","Aber-2016","2016",NA,"2","26","11","DM",0.8,"M. x gig"
"Mb-1132_52","Aber-2016","2016",NA,"2","26","11","FW",0.957,"M. x gig"
"Mb-1132_52","Aber-2016","2016",NA,"2","26","11","MC",16.5,"M. x gig"
"Mb-113","Aber-2015","2015",NA,"2","6","12","DM",0.943922,"M. sinensis"
"Mb-113","Aber-2015","2015",NA,"2","6","12","FW",1.2,"M. sinensis"
"Mb-113","Aber-2015","2015",NA,"2","6","12","MC",21.3399,"M. sinensis"
"Mb-113","Aber-2016","2016",NA,"2","6","12","DM",1.854,"M. sinensis"
"Mb-113","Aber-2016","2016",NA,"2","6","12","FW",2.216,"M. sinensis"
"Mb-113","Aber-2016","2016",NA,"2","6","12","MC",16.3,"M. sinensis"
"Mb-910_11","Aber-2015","2015",NA,"2","28","13","DM",3.67983,"M. sinensis"
"Mb-910_11","Aber-2015","2015",NA,"2","28","13","FW",6.3,"M. sinensis"
"Mb-910_11","Aber-2015","2015",NA,"2","28","13","MC",41.59,"M. sinensis"
"Mb-910_11","Aber-2016","2016",NA,"2","28","13","DM",4.196,"M. sinensis"
"Mb-910_11","Aber-2016","2016",NA,"2","28","13","FW",7.103,"M. sinensis"
"Mb-910_11","Aber-2016","2016",NA,"2","28","13","MC",40.9,"M. sinensis"
"Mb-104","Aber-2015","2015",NA,"2","34","14","DM",0.973812,"M. x gig"
"Mb-104","Aber-2015","2015",NA,"2","34","14","FW",1.5,"M. x gig"
"Mb-104","Aber-2015","2015",NA,"2","34","14","MC",35.0792,"M. x gig"
"Mb-104","Aber-2016","2016",NA,"2","34","14","DM",2.249,"M. x gig"
"Mb-104","Aber-2016","2016",NA,"2","34","14","FW",3.274,"M. x gig"
"Mb-104","Aber-2016","2016",NA,"2","34","14","MC",31.3,"M. x gig"
"Mb-974_19","Aber-2015","2015",NA,"2","10","14","DM",3.34226,"M. sinensis"
"Mb-974_19","Aber-2015","2015",NA,"2","10","14","FW",4.15,"M. sinensis"
"Mb-974_19","Aber-2015","2015",NA,"2","10","14","MC",19.4636,"M. sinensis"
"Mb-974_19","Aber-2016","2016",NA,"2","10","14","DM",3.477,"M. sinensis"
"Mb-974_19","Aber-2016","2016",NA,"2","10","14","FW",5.171,"M. sinensis"
"Mb-974_19","Aber-2016","2016",NA,"2","10","14","MC",32.8,"M. sinensis"
"Mb-86","Aber-2015","2015",NA,"2","7","14","DM",1.78212,"M. sinensis"
"Mb-86","Aber-2015","2015",NA,"2","7","14","FW",2.2,"M. sinensis"
"Mb-86","Aber-2015","2015",NA,"2","7","14","MC",18.9944,"M. sinensis"
"Mb-86","Aber-2016","2016",NA,"2","7","14","DM",1.992,"M. sinensis"
"Mb-86","Aber-2016","2016",NA,"2","7","14","FW",2.562,"M. sinensis"
"Mb-86","Aber-2016","2016",NA,"2","7","14","MC",22.2,"M. sinensis"
"Mb-148","Aber-2015","2015",NA,"2","19","15","DM",1.92304,"M. x gig"
